日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB市值加权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2025-01-10,3732.48,5356.81,54813466572988.75,40767997365584,18644888459244.78,1.3132,0.1373,1.6796,1.4934,1.3486
2025-01-09,3779.88,5423.17,55487985614604.83,41246294148155,18882758586352.914,1.3275,0.1633,1.6796,1.4935,1.3486
2025-01-08,3789.22,5436.57,55846902234216.16,41471726113518,18929618234043.348,1.3361,0.1744,1.6797,1.4937,1.3488
2025-01-07,3796.11,5444.91,55791403262881.24,41495651460727,18959267999049.33,1.333,0.1699,1.6797,1.4938,1.349
2025-01-06,3768.97,5404.64,55485720365573.05,41301341288902,18829878920221.887,1.324,0.1555,1.6797,1.494,1.3491
2025-01-03,3775.16,5413.52,55611092525114.5,41326292004234,18858509366575.71,1.327,0.162,1.6799,1.4942,1.3495
2025-01-02,3820.4,5478.38,56185183584717.34,41751136880706,19080007586067.84,1.3407,0.1826,1.6799,1.4943,1.3496
2024-12-31,3934.91,5642.6,57832855225082.06,42974496365333,19648242187083.094,1.3801,0.2654,1.6799,1.4943,1.3499
2024-12-30,3999.05,5734.58,58522901653808.59,43555876675536,19966191239302.016,1.3965,0.2909,1.6803,1.4944,1.3499
2024-12-27,3981.03,5708.06,58163656644867.8,43330072840724,19877911345379.08,1.3878,0.2764,1.6806,1.4946,1.3499
2024-12-26,3987.48,5717.07,58228194905022.63,43374229706190,19910765060127.1,1.3893,0.2782,1.6806,1.4947,1.3499
2024-12-25,3985.63,5714.38,58359869275944.7,43427297410315,19900865905346.73,1.3924,0.2823,1.6809,1.4949,1.3499
2024-12-24,3983.69,5711.53,58101459287095.31,43286615731649,19890077512600.04,1.3862,0.2741,1.6809,1.495,1.3499
2024-12-23,3933.57,5639.68,57345288030966.96,42727454724755,19636588780999.32,1.3681,0.242,1.681,1.4951,1.3499
2024-12-20,3927.74,5631.33,56933471132514.97,42510791288178,19599812590873.94,1.3583,0.2172,1.6813,1.4953,1.3499
2024-12-19,3945.46,5651.96,57190351649608.17,42725494969011,19687506131699.32,1.3633,0.2296,1.6813,1.4953,1.3499
2024-12-18,3941.89,5646.84,57312950034489.81,42821762734700,19674540781434.92,1.3663,0.2366,1.6813,1.4954,1.3499
2024-12-17,3922.03,5618.21,56980563083753.12,42610759567472,19577794359421.203,1.3583,0.2169,1.6815,1.4957,1.3499
2024-12-16,3911.84,5603.61,56235407443578.13,42017316692954,19211735536695.24,1.3442,0.1889,1.6816,1.4957,1.3499
2024-12-13,3933.18,5634.17,56199802171834.8,42094359815293,19323642083767.844,1.3433,0.1868,1.6817,1.4958,1.351
2024-12-12,4028.5,5770.54,57337183903992.58,43031211634752,19793047091200.055,1.3704,0.2444,1.6817,1.4959,1.3512
2024-12-11,3988.83,5713.66,56760518612779.69,42603441864196,19599079653168.004,1.3566,0.2119,1.6817,1.4962,1.3512
2024-12-10,3995.64,5723.11,56954533504174.93,42713396654817,19636301587336.242,1.3609,0.2214,1.6817,1.4963,1.3512
2024-12-09,3966.57,5681.43,56590979348291.73,42429728307612,19490512712107.402,1.3522,0.2025,1.6817,1.4963,1.3512
2024-12-06,3973.14,5690.84,56568314248080.46,42402971732255,19521155791930.55,1.3517,0.2016,1.6823,1.4965,1.3512
2024-12-05,3921.59,5617,55948252459752.95,41907720733891,19264799522838.133,1.3369,0.1737,1.6823,1.4965,1.3512
2024-12-04,3930.56,5629.85,56121598157407.91,42024035207262,19308322786642.414,1.341,0.1827,1.6823,1.4967,1.3513
2024-12-03,3951.89,5660.4,56141183357617.63,42117729516973,19410341156379.035,1.3415,0.1827,1.6823,1.4967,1.3514
2024-12-02,3947.63,5654.3,55847261987465.02,41951938103751,19385978481368.742,1.3344,0.1708,1.6823,1.4967,1.3516
2024-11-29,3916.58,5609.78,55510598760286.12,41578451777814,19231196951901.1,1.3264,0.1604,1.6823,1.4969,1.3517
2024-11-28,3872.55,5546.4,55096231811235.33,41229595313342,19016858645921.03,1.3164,0.1395,1.6823,1.4971,1.3524
2024-11-27,3907.04,5594.88,55506417433346.84,41553250261162,19185884728306.625,1.3261,0.1597,1.6823,1.4971,1.3525
2024-11-26,3840.18,5499.13,54689377399870.32,40926681886468,18861266965278.48,1.3066,0.1292,1.6823,1.4971,1.3526
2024-11-25,3848.09,5510.46,54632555052580.55,40924391870386,18896880263286.492,1.3053,0.1276,1.6823,1.4971,1.353
2024-11-22,3865.7,5535.29,54784194625791.84,41072549740513,18987066180377.8,1.3088,0.1304,1.6823,1.4969,1.3534
2024-11-21,3989.3,5712.27,56303786003510.56,42283708553737,19591197504702.703,1.3451,0.1856,1.6823,1.4971,1.3536
2024-11-20,3985.77,5707.04,56291242746534.3,42258248206351,19580222271422,1.3448,0.1856,1.6823,1.4971,1.3536
2024-11-19,3976.89,5694.32,56195546361226.73,42174457560271,19541864252962.457,1.3425,0.1819,1.6823,1.4971,1.3536
2024-11-18,3950.38,5656.36,56060165600928.05,42050205065371,19407562576522.38,1.3393,0.1765,1.6823,1.4971,1.3536
2024-11-15,3968.83,5682.56,56009441449006.78,41993839756674,19499074111833.85,1.338,0.1736,1.6823,1.4969,1.3534
2024-11-14,4039.62,5783.79,56692440552920.59,42572665150477,19850629569185.36,1.3543,0.2016,1.6823,1.4971,1.3536
2024-11-13,4110.89,5885.83,57404387338126.38,43146834143888,20195952483310.01,1.3713,0.2416,1.6823,1.4971,1.3534
2024-11-12,4085.74,5848.96,56958639518702.49,42860848008574,20077042863161.516,1.3606,0.2152,1.6823,1.4971,1.353
2024-11-11,4131.13,5913.93,57636208955991.21,43354200309634,20301557430591.875,1.3768,0.251,1.6823,1.4971,1.3526
2024-11-08,4104.05,5875.05,57622806337756.805,43288863023654,20168545957612.58,1.3764,0.2505,1.6823,1.4969,1.3524
2024-11-07,4145.7,5934.58,58187919869593.66,43695753217002,20367800966778.48,1.3899,0.27,1.6823,1.4971,1.3524
2024-11-06,4024.28,5759.55,56627627435726.2,42483153226890,19772299433063.926,1.3524,0.2004,1.6823,1.4971,1.3517
2024-11-05,4044.57,5788.22,56956256030027.016,42694870303372,19875619795847.195,1.3602,0.214,1.6823,1.4971,1.3516
2024-11-04,3944.76,5645.38,55785705580586.89,41785552311871,19390810724301.348,1.3322,0.1667,1.6823,1.4971,1.3514
2024-11-01,3890.02,5567.04,55258531610790.64,41347049595067,19119735896452.266,1.3196,0.1448,1.6823,1.4969,1.3513
2024-10-31,3891.04,5567.99,55024693015138.375,41200032744265,19121881053749.55,1.3139,0.1391,1.6823,1.4971,1.3514
2024-10-30,3889.45,5565.4,55072150043213.36,41246090403326,19093126905187.117,1.3404,0.1807,1.6823,1.4971,1.3514
2024-10-29,3924.65,5615.28,55658378148573.59,41653159784084,19241691082611.227,1.3615,0.2193,1.6823,1.4971,1.3514
2024-10-28,3964.16,5671.81,56151464722291.15,42056448113618,19425916639123.625,1.3759,0.2498,1.6823,1.4971,1.3513
2024-10-25,3956.42,5660.74,56165643722240.74,42013277866102,19391968782337.195,1.3794,0.2563,1.6823,1.4969,1.3511
2024-10-24,3928.83,5620.82,56029290794780.71,41867257445142,19260745067716.035,1.3762,0.2506,1.6823,1.4971,1.3511
2024-10-23,3973.21,5683.99,56530647614421.5,42261537667559,19472065032801.316,1.3892,0.2695,1.6823,1.4971,1.351
2024-10-22,3957.78,5661.61,56334351894418.28,42095281709325,19391992102161.062,1.3848,0.2646,1.6823,1.4971,1.3499
2024-10-21,3935.2,5629.22,56142349888666.58,41867918649331,19279462195742.12,1.3816,0.2621,1.6823,1.4971,1.3496
2024-10-18,3925.23,5614.78,56203371357673.79,41901923500141,19231907767024.27,1.3855,0.2657,1.6823,1.4969,1.3495
2024-10-17,3788.22,5414.94,54669994519895.7,40703825670092,18568357327865.836,1.346,0.1914,1.6823,1.4971,1.3495
2024-10-16,3831.59,5476.93,55270278468621.44,41179042621711,18786048560361.965,1.3607,0.2202,1.6823,1.4971,1.3495
2024-10-15,3855.99,5511.74,55398499258652.56,41333451505003,18896656147709.56,1.3639,0.2284,1.6823,1.4971,1.3491
2024-10-14,3961.34,5662.29,57000035675710.74,42487595115154,19412687972621.18,1.4034,0.2975,1.6823,1.4971,1.3491
2024-10-11,3887.17,5556.27,55865768458583.53,41696489974717,19049174696153.145,1.3755,0.2526,1.6823,1.4969,1.349
2024-10-10,3997.79,5714.22,57072698111747.17,42686009827663,19584320935766.69,1.4052,0.3021,1.6823,1.4971,1.349
2024-10-09,3955.98,5652.7,56080918987418.98,41968993214605,19379768163742.387,1.3803,0.2605,1.6823,1.4971,1.349
2024-10-08,4256.1,6081.45,59961322980338.94,45084536844234,20852966491316.94,1.4757,0.4387,1.6823,1.4971,1.349
2024-09-30,4017.85,5741.03,57326558230507.51,43070091732415,19678423313081.57,1.4109,0.3169,1.6823,1.4971,1.349
2024-09-27,3703.68,5291.92,53290120788026.16,39957264088213,18144623200532.926,1.3115,0.1378,1.6823,1.4969,1.349
2024-09-26,3545.32,5065.65,51932748924541.91,38722381138143,17379626935743.49,1.2781,0.0959,1.6823,1.4971,1.3491
2024-09-25,3401.53,4859.48,50227281093045.53,37331400503019,16678209464388.88,1.236,0.0412,1.6823,1.4971,1.3491
2024-09-24,3351.91,4788.31,49601007620694.77,36832102917890,16430928551356.795,1.2205,0.0325,1.6823,1.4971,1.3491
2024-09-23,3212.76,4589.5,47577229997537.23,35297999679988,15749263426730.44,1.1707,0.0107,1.6823,1.4971,1.3493
2024-09-20,3201.05,4572.77,47304031619393.17,35084249422619,15688059069463.951,1.164,0.0053,1.6823,1.4969,1.3491
2024-09-19,3196.04,4565.32,47142472155333.555,34998323996892,15664126014450.465,1.16,0.0033,1.6823,1.4971,1.3493
2024-09-18,3171.01,4528.87,46997994464350.86,34870418403734,15543524880445.006,1.1553,0.0025,1.6823,1.4971,1.3493
2024-09-13,3159.25,4512.07,46609242610403.87,34627110305234,15483013204191.475,1.1457,0,1.6817,1.4967,1.349
2024-09-12,3172.47,4530.36,46683037381403.37,34754448025724,15543914838691.307,1.147,0.0004,1.6823,1.4967,1.349
2024-09-11,3186.13,4549.86,46794194449748.63,34842074759970,15606668988429.057,1.1498,0.0008,1.6823,1.4967,1.3491
2024-09-10,3195.76,4562.68,47262206784451.69,35114217038345,15657680387575.945,1.1608,0.0016,1.6823,1.4967,1.3491
2024-09-09,3192.95,4558.67,47051406042098.26,35014469236991,15641750731794.475,1.1556,0.0012,1.6823,1.4967,1.3491
2024-09-06,3231.35,4612.77,47645109957599.1,35441234354389,15834052834351.16,1.17,0.0058,1.6823,1.4967,1.3493
2024-09-05,3257.76,4650.47,47922462973510.5,35687194169715,15960172586682.19,1.1768,0.0111,1.6823,1.4969,1.3493
2024-09-04,3252.16,4642.16,47991194337394.01,35701341858786,15930794535869.72,1.1785,0.0123,1.6823,1.4969,1.3495
2024-09-03,3273.43,4672.42,48416935604208.59,35989359336874,16034138507587.578,1.189,0.014,1.6823,1.4969,1.3495
2024-09-02,3265.01,4660.41,48678033406073.3,36144522984797,15997665999520.816,1.1954,0.016,1.6823,1.4969,1.3495
2024-08-30,3321.43,4740.34,49204178020457.234,36530725751075,16263348589705.824,1.2176,0.0238,1.6823,1.4967,1.3493
2024-08-29,3277.68,4677.9,48992172793453.51,36263998328443,16057759414084.69,1.2183,0.0239,1.6823,1.4969,1.3495
2024-08-28,3286.5,4690.48,49577186984655.14,36604449038722,16116567239395.564,1.2375,0.035,1.6823,1.4969,1.3495
2024-08-27,3305.33,4714.45,49882479036357.34,36850463054513,16191485351170.32,1.2458,0.0436,1.6823,1.4969,1.3495
2024-08-26,3324.22,4741.39,49799323911874.59,36878325325311,16281440926390.402,1.2455,0.0424,1.6823,1.4969,1.3495
2024-08-23,3327.19,4744.35,49786588477792.42,36907678720880,16279879268398.53,1.2464,0.044,1.6823,1.4967,1.3493
2024-08-22,3313.14,4723.12,49604255214021.55,36768465824265,16207104517753.428,1.2428,0.0399,1.6823,1.4969,1.3495
2024-08-21,3321.64,4735.15,49547851913594.98,36752152570260,16247977616184.545,1.2415,0.0383,1.6823,1.4969,1.3495
2024-08-20,3332.7,4750.72,49715733385063.37,36866042233518,16302034231273.018,1.2462,0.0428,1.6823,1.4969,1.3495
2024-08-19,3356.97,4784.88,49983976562308.36,37096417652447,16412980990281.68,1.2536,0.0522,1.6823,1.4969,1.3495
2024-08-16,3345.63,4768.66,49663128506545.36,36877875067397,16359516667121.914,1.2461,0.0424,1.6823,1.4967,1.3496
2024-08-15,3341.95,4761.49,49441104862932.484,36753422771430,16341482682028.045,1.2406,0.0374,1.6823,1.4969,1.3496
2024-08-14,3309.24,4714.14,48943591080850.99,36399235481323,16181092779536.836,1.2282,0.0284,1.6823,1.4969,1.3496
2024-08-13,3334.39,4748.97,49135897393651.44,36600243934494,16300969973720.5,1.2326,0.0321,1.6823,1.4969,1.3496
2024-08-12,3325.86,4736.8,48958643138028.74,36496001483334,16258885121012.783,1.2283,0.0284,1.6823,1.4969,1.3496
2024-08-09,3331.63,4745,49007462286905.31,36519246364288,16287298272142.74,1.2296,0.0296,1.6823,1.4967,1.3499
2024-08-08,3342.94,4759.69,49042988574250.17,36561216529241,16340419096363.883,1.2322,0.0309,1.6823,1.4969,1.3502
2024-08-07,3341.49,4757.02,49032200785388.93,36533317789802,16333029575901.613,1.2319,0.0304,1.6823,1.4969,1.3502
2024-08-06,3342.98,4759.14,48978907790516.06,36497930645331,16339201290804.457,1.2306,0.0296,1.6823,1.4969,1.3502
2024-08-05,3343.32,4759.52,49123336292346.66,36567845668190,16343448187675.39,1.2341,0.0304,1.6823,1.4969,1.3507
2024-08-02,3384.39,4817.96,49754430293551.06,37023704301556,16544623333476.242,1.2501,0.0432,1.6823,1.4967,1.351
2024-08-01,3419.27,4867.61,50165900373865.79,37356043072285,16715050778433.654,1.2604,0.058,1.6823,1.4969,1.3511
2024-07-31,3442.08,4899.82,50304315683348.38,37510172278749,16822909311816.877,1.2639,0.0629,1.6823,1.4969,1.3511
2024-07-30,3369.38,4796.31,49664823024419.4,36921892630162,16469934003660.836,1.2479,0.0399,1.6823,1.4969,1.3511
2024-07-29,3390.74,4825.6,50045693556448.63,37226337666943,16576197213751.889,1.2573,0.0539,1.6823,1.4969,1.3511
2024-07-26,3409.29,4851.22,50029212082881.23,37274367593053,16661752962892.69,1.2569,0.053,1.6823,1.4967,1.351
2024-07-25,3399.27,4831.03,50231785099949.14,37300904072676,16615090215462.1,1.2607,0.058,1.6823,1.4969,1.3511
2024-07-24,3418.17,4857.52,50625090904741.58,37567967670907,16708876657315.014,1.2705,0.0691,1.6823,1.4969,1.3511
2024-07-23,3439.88,4886.88,50738705032692.55,37690607070578,16817733318496.977,1.2729,0.0724,1.6823,1.4969,1.3511
2024-07-22,3514.92,4992.51,51412933455016.57,38292014036959,17174934694600.135,1.2895,0.095,1.6823,1.4969,1.3511
2024-07-19,3539.02,5026.61,51937988042995.79,38635782976883,17295183540457.518,1.3026,0.1077,1.6823,1.4967,1.351
2024-07-18,3520.93,4997.1,51851699070922.52,38546340888320,17212869232388.5,1.2995,0.1061,1.6823,1.4969,1.3511
2024-07-17,3501.58,4968.26,51489784716161.06,38341258744965,17119518433241.438,1.2901,0.0967,1.6823,1.4969,1.3511
2024-07-16,3498.28,4961.97,51694840340506.195,38400374758584,17103439691673.5,1.2929,0.0995,1.6823,1.4969,1.3511
2024-07-15,3476.25,4925.23,51562969461419.98,38288320170368,17002023492508.44,1.2848,0.0884,1.6823,1.4969,1.3511
2024-07-12,3472.4,4918.72,51235213906896.19,38109248099219,16982915172099.96,1.2764,0.0781,1.6823,1.4967,1.351
2024-07-11,3468.17,4905.59,51219179100002.91,38041447209292,16959385367582.15,1.2705,0.072,1.6823,1.4969,1.3511
2024-07-10,3428.97,4840.25,50914409314751.21,37738806753846,16779445285435.09,1.2597,0.0584,1.6823,1.4969,1.3511
2024-07-09,3439.81,4850.1,51180386738244.93,37910530402334,16827209150109.467,1.2642,0.0646,1.6823,1.4969,1.3511
2024-07-08,3401.76,4791.55,50713584992135.47,37514785108677,16644546759775.373,1.2518,0.0485,1.6823,1.4969,1.3511
2024-07-05,3431.06,4829.91,50867757941361.28,37715670817650,16781986817200.346,1.2538,0.0522,1.6823,1.4967,1.351
2024-07-04,3445.81,4849.4,51284175852834.26,37984372416632,16859066358788.37,1.2638,0.0646,1.6823,1.4969,1.3511
2024-07-03,3463.41,4873.71,51398412262811.72,38088276842803,16942339765490.014,1.2665,0.0675,1.6823,1.4969,1.3511
2024-07-02,3471.79,4884.82,51583844177899.586,38236682348527,16987363367397.21,1.2709,0.0724,1.6823,1.4969,1.3511
2024-07-01,3478.18,4893.82,51370924353133.27,38155493971691,17014352494347.56,1.2657,0.0666,1.6823,1.4969,1.3511
2024-06-28,3461.66,4870.47,50957393899625.38,37882958129889,16932018375704.863,1.2555,0.0555,1.6823,1.4967,1.351
2024-06-27,3454.12,4856.09,50594547908387.78,37672032832774,16893822405127.152,1.2456,0.0415,1.6823,1.4969,1.3511
2024-06-26,3480.26,4889.74,50747953811089.305,37871445316783,17017961311835.438,1.2488,0.0457,1.6823,1.4969,1.3511
2024-06-25,3457.9,4855.18,50567439912461.95,37724904692486,16912805222944.97,1.2425,0.0387,1.6823,1.4969,1.3511
2024-06-24,3476.81,4881.73,50735395049667.3,37866990586450,17003675154908.525,1.2467,0.0428,1.6823,1.4969,1.3511
2024-06-21,3495.62,4907.3,50884907554813.945,37993231030678,17092341727683.645,1.2502,0.0489,1.6823,1.4967,1.351
2024-06-20,3503.28,4916.88,51008748692892.89,38123399739764,17130603684940.37,1.253,0.0531,1.6823,1.4969,1.3511
2024-06-19,3528.75,4951.52,51119870810438.69,38251539349375,17253930643112.914,1.2554,0.0551,1.6823,1.4969,1.3511
2024-06-18,3545.59,4967.52,51125630721442.625,38352623904063,17331255102155.66,1.2537,0.0543,1.6823,1.4969,1.3511
2024-06-17,3536.2,4954.18,50943262928072.43,38232768446583,17285237856859.934,1.2492,0.0481,1.6823,1.4969,1.3511
2024-06-14,3541.53,4961.28,50841388227662.94,38153678500104,17220551541483.11,1.2435,0.0419,1.6823,1.4967,1.351
2024-06-13,3526.13,4932.59,50714612822091.83,38009115948990,17144319905914.836,1.2392,0.0391,1.6823,1.4969,1.3511
2024-06-12,3544.12,4955.19,50841509921623.24,38131169115112,17227638659403.705,1.2415,0.0407,1.6823,1.4969,1.3511
2024-06-11,3542.88,4952.94,50748151623924.82,38088450743746,17219486244612.566,1.239,0.0395,1.6823,1.4969,1.3511
2024-06-07,3574.11,4995.57,51254693887568.914,38436933341788,17368815843005.861,1.2512,0.0514,1.6817,1.4967,1.351
2024-06-06,3592.25,5017.83,51370219126770.73,38615015244686,17457275519097.164,1.2513,0.0518,1.6823,1.4967,1.351
2024-06-05,3594.79,5020.11,51320986991855.35,38564455587567,17468327106547.053,1.2484,0.0489,1.6823,1.4967,1.351
2024-06-04,3615.67,5047.05,51585649371780.48,38752650978568,17567621292580.28,1.2546,0.0555,1.6823,1.4967,1.351
2024-06-03,3588.75,5008.93,51353244852368.17,38553998084206,17435668986944.973,1.2489,0.0498,1.6823,1.4967,1.351
2024-05-31,3579.92,4996.33,51152080763140.78,38424225746523,17389709047044.768,1.2439,0.0448,1.6823,1.4967,1.351
2024-05-30,3594.31,5016.31,51323897652623.98,38580914085008,17458800921018.576,1.2481,0.049,1.6823,1.4969,1.3511
2024-05-29,3613.52,5042.26,51647565812737.984,38844716967649,17550537266078.82,1.2558,0.0559,1.6823,1.4969,1.3511
2024-05-28,3609.17,5035.45,51567584562058.5,38819609285397,17530209816023.242,1.2537,0.0551,1.6823,1.4969,1.3511
2024-05-27,3635.71,5072.07,51783151757844.11,39003796347681,17657396036343.81,1.2588,0.0596,1.6823,1.4969,1.3511
2024-05-24,3601.48,5023.9,51194526866017.59,38541645664615,17492186848130.934,1.2444,0.0473,1.6823,1.4967,1.351
2024-05-23,3641.79,5079.36,51658971960627.03,38926436083076,17688004571959.844,1.2555,0.0564,1.6823,1.4969,1.3511
2024-05-22,3684.45,5138.8,52174164417308.484,39319175387537,17893829619656.156,1.268,0.0695,1.6823,1.4969,1.3511
2024-05-21,3676.16,5126.58,52127530817219.48,39279645034543,17854312852460.125,1.2667,0.0687,1.6823,1.4969,1.3511
2024-05-20,3690.96,5145.8,52260081816709.06,39388337409386,17926828994490.27,1.2696,0.0712,1.6823,1.4969,1.3511
2024-05-17,3677.97,5127.69,51994932228903.79,39195110238478,17864519746865.5,1.2632,0.0666,1.6823,1.4967,1.351
2024-05-16,3640.36,5074.68,51557473496113.95,38813361344055,17684427099364.105,1.2524,0.0568,1.6823,1.4969,1.3511
2024-05-15,3626.06,5054.72,51389377851733.59,38675777127263,17611448238153.48,1.2483,0.0531,1.6823,1.4969,1.3511
2024-05-14,3657.05,5093.77,51777291528283.195,38959706612926,17764544509434.074,1.257,0.0605,1.6823,1.4969,1.3511
2024-05-13,3664.69,5103.84,51931528038941.6,39058283610682,17802793357610.707,1.2607,0.0642,1.6823,1.4969,1.3511
2024-05-10,3666.28,5106.04,51963504587265.49,39071284319202,17807995076334.793,1.2615,0.065,1.6823,1.4967,1.351
2024-05-09,3664.56,5102.99,51868195966710.84,39027609153045,17797564435605.96,1.259,0.0629,1.6823,1.4969,1.3511
2024-05-08,3630.22,5055.17,51610390292050.48,38790830165560,17629127545500.332,1.2527,0.0588,1.6823,1.4969,1.3511
2024-05-07,3659.01,5095.24,51868614257581.445,39009700598534,17772006448976.57,1.259,0.0629,1.6823,1.4969,1.3511
2024-05-06,3657.88,5093.66,51762998051432.914,38941783341471,17765499742540.92,1.2564,0.0613,1.6823,1.4969,1.3511
2024-04-30,3604.39,5019.19,51384121515883.2,38540660586052,17508619165340.836,1.2472,0.0559,1.6823,1.4967,1.351
2024-04-29,3623.91,5042.74,51487434082779.35,38620677193417,17562620728672.516,1.2716,0.074,1.6823,1.4967,1.351
2024-04-26,3584.27,4987.35,51288773672908.12,38380960883630,17323175649045.482,1.2741,0.0769,1.6817,1.4967,1.351
2024-04-25,3530.28,4912.03,50766953314690.16,37887812575039,17054581659143.654,1.2652,0.0691,1.6823,1.4967,1.351
2024-04-24,3521.62,4899.98,50618109918438.625,37744694997400,17008008838730.69,1.2625,0.0678,1.6823,1.4967,1.351
2024-04-23,3506.22,4878.56,50426788986341.92,37565982562622,16932293777918.95,1.2586,0.065,1.6823,1.4967,1.351
2024-04-22,3530.9,4912.53,50808765480534.336,37823201249137,17033240009049.154,1.2701,0.0728,1.6823,1.4967,1.351
2024-04-19,3541.66,4926.66,51185413796129.34,38045929866161,17090286321399.934,1.2807,0.0847,1.6817,1.4967,1.351
2024-04-18,3569.8,4965.6,51298140982606.36,38216657514639,17225729466595.695,1.284,0.0884,1.6823,1.4967,1.351
2024-04-17,3565.4,4959.09,51289023640213.85,38180954844281,17199293846163.086,1.2839,0.0884,1.6823,1.4967,1.351
2024-04-16,3511.11,4883.58,50611263250895.59,37667125852696,16936284547683.568,1.267,0.072,1.6823,1.4967,1.351
2024-04-15,3549.08,4936.38,50902616233158.56,37930860753165,17118158421719.861,1.2747,0.0789,1.6823,1.4967,1.351
2024-04-12,3475.84,4834.52,49729933817566.46,37072572574949,16765874038041.87,1.2454,0.0559,1.6817,1.4967,1.351
2024-04-11,3504.24,4874.02,50076566221385.49,37306318015533,16894552596436.717,1.2545,0.0633,1.6823,1.4967,1.351
2024-04-10,3504.71,4874.67,50130484047899.56,37306878978404,16899772359789.63,1.2558,0.0633,1.6823,1.4967,1.351
2024-04-09,3533.49,4914.7,50349053580022.3,37504981681457,17039507620382.191,1.2616,0.0666,1.6823,1.4967,1.351
2024-04-08,3536.41,4918.76,50541278511787.23,37619268536564,17051216633248.379,1.2664,0.0699,1.6823,1.4967,1.351
2024-04-03,3567.8,4962.43,50735778613030.44,37830685663282,17199214660218.91,1.2713,0.074,1.6817,1.4967,1.351
2024-04-02,3580.68,4980.33,50825551017428.08,37905056346940,17264732825667.203,1.2742,0.0773,1.6817,1.4967,1.351
2024-04-01,3595.65,5001.15,50840788653233.29,37938176694209,17339939485601.463,1.2747,0.0777,1.6817,1.4967,1.351
2024-03-29,3537.48,4920.26,50264387979721.13,37470045279583,17059280090070.69,1.2605,0.0682,1.6817,1.4967,1.3507
2024-03-28,3520.96,4897.15,49864445280691.05,37179411542989,16997981133341.645,1.26,0.067,1.6817,1.4967,1.351
2024-03-27,3502.79,4871.87,49769464891328.43,37087620823990,16912259141611.941,1.2621,0.0686,1.6817,1.4967,1.351
2024-03-26,3543.75,4928.84,50135659544328.95,37422025954674,17103580888751.248,1.2722,0.076,1.6817,1.4967,1.351
2024-03-25,3525.76,4903.82,49888566412232.24,37233531692587,17016818745865.895,1.268,0.0723,1.6817,1.4967,1.351
2024-03-22,3545,4930.58,50010858522091.63,37323766979222,17108735002573.123,1.2719,0.076,1.6817,1.4967,1.3507
2024-03-21,3581.09,4980.78,50389552953090.73,37647438507154,17285952624466.299,1.2841,0.088,1.6817,1.4967,1.351
2024-03-20,3585.38,4986.75,50443081927171.28,37665958476410,17303301512417.508,1.2856,0.0896,1.6817,1.4967,1.351
2024-03-19,3577.63,4975.96,50224201193083.86,37495759139541,17254602345600.385,1.2799,0.0838,1.6817,1.4967,1.351
2024-03-18,3603.53,5011.98,50518609643878.164,37720574799550,17381878317483.174,1.2875,0.0921,1.6817,1.4967,1.351
2024-03-15,3569.99,4965.34,50104566552065.9,37417832055972,17217389467417.38,1.278,0.0826,1.6817,1.4967,1.3507
2024-03-14,3562.22,4954.53,50059997901154.195,37335797215657,17183713224791.334,1.2772,0.0813,1.6817,1.4967,1.3507
2024-03-13,3572.36,4968.64,50076622412553.11,37397260161619,17238537541052.598,1.2778,0.0826,1.6817,1.4967,1.3507
2024-03-12,3597.49,5003.59,50395160300876.71,37653424213040,17361514270943.453,1.286,0.0908,1.6817,1.4967,1.3507
2024-03-11,3589.26,4992.14,50761134479321.01,37755277014354,17324078163764.04,1.2954,0.1031,1.6817,1.4967,1.3507
2024-03-08,3544.91,4930.45,50513704528195.96,37460928163752,17110962511253.996,1.2891,0.0961,1.6817,1.4967,1.3507
2024-03-07,3529.72,4909.33,50158836873278.46,37307269076170,17034968680763.945,1.28,0.0863,1.6817,1.4967,1.3507
2024-03-06,3551.05,4938.99,50258887840737.7,37423415928655,17141068147943.654,1.2826,0.0883,1.6817,1.4967,1.3507
2024-03-05,3565.51,4959.11,50517565285285.59,37647724756342,17212751353907.232,1.2892,0.0965,1.6817,1.4967,1.3507
2024-03-04,3540.87,4924.83,50067051263614.98,37316817591490,17092811299992.074,1.2777,0.085,1.6817,1.4967,1.3507
2024-03-01,3537.8,4920.57,49841975228425.41,37206637493898,17076815553758.115,1.272,0.0813,1.6817,1.4967,1.3507
2024-02-29,3516.08,4890.36,49664843518383.58,37040295401357,16970491535446.723,1.2674,0.0776,1.6817,1.4967,1.3507
2024-02-28,3450.26,4798.81,48969122992140.7,36477207772990,16654562148734.787,1.2497,0.0654,1.6817,1.4967,1.351
2024-02-27,3494.79,4860.74,49510036973278.78,36849867950439,16870175405971.334,1.2635,0.074,1.6817,1.4967,1.351
2024-02-26,3453.36,4803.12,49030368548573.766,36498313080294,16667583105608.53,1.2513,0.0674,1.6817,1.4967,1.351
2024-02-23,3489.74,4853.72,49770179818563.12,37031522407809,16844685362054.58,1.2702,0.0793,1.6817,1.4967,1.3507
2024-02-22,3486.67,4849.46,49774502301163.92,36991053624350,16827535624251.418,1.2703,0.0793,1.6817,1.4967,1.351
2024-02-21,3456.87,4808.01,49243539542725.39,36599765168095,16686456152999.88,1.2567,0.0699,1.6817,1.4967,1.351
