日期,三月期收益率,六月期收益率,一年期收益率,二年期收益率,三年期收益率,五年期收益率,七年期收益率,十年期收益率,二十年期收益率,三十年期收益率
2020/2/11,0.016263,0.01684,0.0199,0.023155,0.024153,0.025956,0.027803,0.02834,0.031686,0.034363
2020/2/12,0.01657,0.017046,0.0199,0.02296,0.024223,0.026067,0.027887,0.028333,0.031695,0.034389
2020/2/13,0.016325,0.017366,0.01981,0.022935,0.024218,0.026076,0.027867,0.028201,0.031594,0.03432
2020/2/14,0.016712,0.017977,0.019613,0.023127,0.024225,0.026229,0.027977,0.028631,0.031979,0.034659
2020/2/17,0.01705,0.01815,0.019358,0.023138,0.024389,0.026545,0.028151,0.028928,0.032297,0.034998
2020/2/18,0.01744,0.018151,0.019358,0.022897,0.024303,0.026473,0.028199,0.028664,0.03204,0.034748
2020/2/19,0.017535,0.017999,0.019365,0.023007,0.024395,0.026545,0.028468,0.028775,0.032096,0.034748
2020/2/20,0.017741,0.018093,0.019459,0.023542,0.024268,0.026833,0.028483,0.028857,0.032262,0.034999
2020/2/21,0.017744,0.018031,0.019309,0.023062,0.024068,0.026634,0.028332,0.02847,0.031869,0.0346
2020/2/24,0.017795,0.018174,0.018853,0.022708,0.023948,0.026311,0.028199,0.02812,0.031549,0.034309
2020/2/25,0.017715,0.018401,0.018951,0.022892,0.023835,0.026384,0.0282,0.02822,0.031853,0.034421
2020/2/26,0.017556,0.018488,0.018863,0.022898,0.023835,0.026283,0.028196,0.027973,0.031757,0.034271
2020/2/27,0.01751,0.018922,0.019051,0.022845,0.023821,0.025953,0.028044,0.027702,0.031659,0.03404
2020/2/28,0.017865,0.018894,0.019291,0.022545,0.023831,0.025266,0.027477,0.027376,0.03148,0.033725
2020/3/2,0.017825,0.018871,0.019251,0.022545,0.023951,0.025372,0.027548,0.027428,0.031695,0.033836
2020/3/3,0.017831,0.018671,0.01958,0.022545,0.024051,0.025315,0.027646,0.027478,0.031784,0.033846
2020/3/4,0.017534,0.018522,0.01943,0.022325,0.02295,0.024843,0.026946,0.02673,0.031684,0.033425
2020/3/5,0.017547,0.018476,0.01943,0.022275,0.022815,0.024918,0.026898,0.026829,0.031654,0.03353
2020/3/6,0.016886,0.0175,0.01913,0.02185,0.022265,0.024575,0.026231,0.02628,0.031145,0.033061
2020/3/9,0.016523,0.016903,0.018806,0.021004,0.021465,0.023606,0.025158,0.025205,0.029802,0.031449
2020/3/10,0.016661,0.016991,0.019068,0.021504,0.021869,0.02459,0.026102,0.02613,0.030736,0.032398
2020/3/11,0.017001,0.017211,0.019154,0.021204,0.022267,0.024539,0.026148,0.026079,0.030571,0.032118
2020/3/12,0.016994,0.017625,0.019166,0.021372,0.022471,0.024769,0.026352,0.026379,0.0308,0.032277
2020/3/13,0.016705,0.017953,0.019234,0.021593,0.022572,0.025381,0.02695,0.026759,0.031353,0.033002
2020/3/16,0.016802,0.017572,0.018954,0.02194,0.022511,0.025224,0.026871,0.026758,0.031277,0.032832
2020/3/17,0.01627,0.017622,0.018954,0.02209,0.022507,0.025508,0.027044,0.027135,0.03175,0.0334
2020/3/18,0.016002,0.017673,0.019154,0.02209,0.022612,0.025443,0.027063,0.027136,0.031826,0.03355
2020/3/19,0.015704,0.017607,0.018853,0.021959,0.02251,0.025546,0.027236,0.027299,0.031983,0.033701
2020/3/20,0.015168,0.017049,0.018682,0.021716,0.022429,0.025217,0.026999,0.026815,0.031541,0.033301
2020/3/23,0.01516,0.016749,0.018482,0.021266,0.022032,0.024672,0.026591,0.026315,0.031017,0.032753
2020/3/24,0.01516,0.016348,0.018081,0.020654,0.021639,0.024497,0.026495,0.026289,0.030979,0.032704
2020/3/25,0.014522,0.016288,0.017686,0.020259,0.021265,0.024373,0.026444,0.026289,0.030929,0.032604
2020/3/26,0.014003,0.015773,0.017175,0.019664,0.020824,0.023714,0.025949,0.025939,0.03058,0.032254
2020/3/27,0.014026,0.015273,0.017412,0.019855,0.020713,0.024038,0.026074,0.02609,0.030731,0.032405
2020/3/30,0.014097,0.014777,0.017362,0.019547,0.020454,0.023828,0.026148,0.026142,0.030758,0.032408
2020/3/31,0.014062,0.014282,0.01687,0.019053,0.020086,0.023372,0.025638,0.025899,0.030486,0.032106
2020/4/1,0.013001,0.014282,0.016778,0.019062,0.019821,0.023119,0.025287,0.02555,0.030187,0.031857
2020/4/2,0.012837,0.013827,0.016548,0.019102,0.020093,0.023366,0.025552,0.025854,0.030514,0.032208
2020/4/3,0.012386,0.0132,0.016548,0.019311,0.020076,0.023142,0.025545,0.025965,0.030719,0.032507
2020/4/7,0.010998,0.011,0.013448,0.016829,0.017925,0.021776,0.024736,0.025112,0.029919,0.031761
2020/4/8,0.0105,0.0106,0.012044,0.015452,0.016958,0.020454,0.024077,0.024824,0.029699,0.03161
2020/4/9,0.010501,0.010806,0.012044,0.016096,0.017177,0.020776,0.024479,0.025226,0.030252,0.032313
2020/4/10,0.011026,0.011101,0.0124,0.016608,0.017615,0.02115,0.024673,0.025403,0.030539,0.03271
2020/4/13,0.011112,0.011164,0.012643,0.016879,0.017569,0.020717,0.024863,0.025658,0.030692,0.032762
2020/4/14,0.010905,0.011328,0.012331,0.016299,0.017035,0.020423,0.024735,0.025591,0.030765,0.032835
2020/4/15,0.010501,0.011271,0.01225,0.015816,0.016604,0.02028,0.024535,0.025455,0.030841,0.032911
2020/4/16,0.01005,0.010907,0.012088,0.015688,0.016392,0.020236,0.024379,0.025276,0.030841,0.032765
2020/4/17,0.009319,0.010987,0.012257,0.015719,0.016271,0.020293,0.024595,0.02559,0.031136,0.03306
2020/4/20,0.009075,0.010675,0.012025,0.015393,0.01605,0.020262,0.024912,0.02592,0.031647,0.033753
2020/4/21,0.008562,0.010318,0.011826,0.014636,0.015561,0.019871,0.024775,0.025791,0.031647,0.03361
2020/4/22,0.008944,0.010272,0.011352,0.013814,0.01521,0.018664,0.024475,0.025566,0.031647,0.033412
2020/4/23,0.00856,0.010129,0.011228,0.013268,0.014707,0.018372,0.023564,0.025227,0.031308,0.032916
2020/4/24,0.008581,0.010165,0.011279,0.013725,0.014082,0.018385,0.023273,0.025099,0.03118,0.032817
2020/4/26,0.008591,0.010192,0.011324,0.013734,0.014076,0.018424,0.023376,0.025205,0.031285,0.032842
2020/4/27,0.008408,0.010088,0.0113,0.013775,0.014182,0.018633,0.023769,0.025345,0.031425,0.033043
2020/4/28,0.008408,0.009938,0.011338,0.01368,0.014095,0.018462,0.023646,0.025254,0.031367,0.033019
2020/4/29,0.008352,0.009692,0.011177,0.0134,0.014279,0.017903,0.023253,0.025009,0.03117,0.03287
2020/4/30,0.008923,0.009978,0.011465,0.013725,0.014395,0.017886,0.023639,0.025379,0.031541,0.033242
2020/5/6,0.009068,0.010121,0.011616,0.014058,0.015006,0.018361,0.024291,0.025809,0.031968,0.033669
2020/5/7,0.008785,0.010774,0.011919,0.014528,0.015304,0.01926,0.025003,0.026298,0.032362,0.034063
2020/5/8,0.009085,0.0105,0.012134,0.014656,0.015519,0.019362,0.024888,0.026207,0.032362,0.034063
2020/5/9,0.009297,0.010618,0.012097,0.014559,0.015641,0.019468,0.025004,0.0264,0.032534,0.034213
2020/5/11,0.009601,0.010829,0.012194,0.015199,0.016117,0.020187,0.025481,0.026698,0.032858,0.034564
2020/5/12,0.009309,0.010707,0.012225,0.015212,0.016023,0.020247,0.025381,0.026603,0.032785,0.034514
2020/5/13,0.010002,0.011281,0.012381,0.015433,0.016004,0.020509,0.025627,0.027076,0.033166,0.034802
2020/5/14,0.010005,0.011552,0.012334,0.015365,0.015961,0.020131,0.025575,0.026989,0.033166,0.034889
2020/5/15,0.010076,0.01157,0.012186,0.01524,0.0158,0.019702,0.025281,0.02682,0.033118,0.034963
2020/5/18,0.010414,0.011701,0.012561,0.015776,0.016105,0.020592,0.025946,0.027253,0.03357,0.035434
2020/5/19,0.010307,0.012016,0.012787,0.016117,0.016296,0.021163,0.026157,0.027272,0.033543,0.035362
2020/5/20,0.011012,0.012378,0.013128,0.016284,0.01629,0.021278,0.026106,0.0269,0.033235,0.035118
2020/5/21,0.011032,0.012465,0.013328,0.01643,0.016716,0.021576,0.026092,0.02685,0.033187,0.035072
2020/5/22,0.011202,0.013009,0.013923,0.015947,0.016368,0.02045,0.025267,0.026176,0.032531,0.034434
2020/5/25,0.011665,0.013261,0.014574,0.016632,0.017059,0.021377,0.025931,0.026852,0.033119,0.034934
2020/5/26,0.01172,0.013604,0.01529,0.017376,0.017614,0.022295,0.026551,0.027402,0.033568,0.035283
2020/5/27,0.014074,0.015046,0.01589,0.018594,0.01922,0.022956,0.026858,0.027527,0.033579,0.035181
2020/5/28,0.014198,0.015133,0.015995,0.018439,0.018999,0.022561,0.026749,0.027201,0.033342,0.035033
2020/5/29,0.014627,0.015542,0.01601,0.018545,0.018938,0.022241,0.026371,0.027053,0.033218,0.034934
2020/6/1,0.01458,0.015543,0.015897,0.018536,0.01902,0.022369,0.026643,0.027253,0.033368,0.035034
2020/6/2,0.014821,0.016133,0.017018,0.020187,0.020389,0.023658,0.027436,0.027852,0.033942,0.035584
2020/6/3,0.016675,0.018133,0.018201,0.021431,0.022858,0.02372,0.028643,0.0279,0.034017,0.035685
2020/6/4,0.016879,0.019133,0.019201,0.022335,0.023296,0.024656,0.02885,0.028301,0.034341,0.035934
2020/6/5,0.017652,0.020179,0.020801,0.022572,0.023856,0.025258,0.029,0.028475,0.034478,0.036034
2020/6/8,0.018743,0.019905,0.020801,0.022334,0.023492,0.024969,0.028525,0.028101,0.034193,0.035837
2020/6/9,0.018469,0.019766,0.020521,0.022112,0.02301,0.025002,0.0285,0.028031,0.034171,0.035863
2020/6/10,0.019026,0.020009,0.020677,0.022655,0.023342,0.025134,0.0284,0.028201,0.034243,0.035837
2020/6/11,0.018991,0.019584,0.020722,0.022442,0.023127,0.024818,0.028,0.027701,0.033693,0.035236
2020/6/12,0.018698,0.018503,0.020504,0.02221,0.022931,0.02469,0.02785,0.027451,0.033456,0.035012
2020/6/15,0.0184,0.018504,0.020364,0.02243,0.022881,0.025118,0.027802,0.027878,0.033781,0.035236
2020/6/16,0.018401,0.019537,0.020757,0.022843,0.023571,0.025993,0.0288,0.028402,0.034293,0.035736
2020/6/17,0.019009,0.021384,0.021117,0.023373,0.023925,0.026455,0.0293,0.028802,0.034611,0.035972
2020/6/18,0.018806,0.021339,0.021156,0.023294,0.023811,0.026136,0.0288,0.028527,0.034406,0.035836
2020/6/19,0.018239,0.021337,0.021203,0.02339,0.024004,0.026227,0.0288,0.028752,0.034656,0.036112
2020/6/22,0.018621,0.021749,0.02145,0.023862,0.024608,0.026681,0.029055,0.029153,0.034931,0.03626
2020/6/23,0.019054,0.021921,0.02223,0.024015,0.024776,0.026517,0.02915,0.029127,0.034906,0.036235
2020/6/24,0.018839,0.021215,0.021495,0.02325,0.02439,0.025861,0.0287,0.028614,0.034476,0.035888
2020/6/28,0.018691,0.021217,0.021261,0.02278,0.024333,0.025723,0.02855,0.028404,0.034297,0.03574
2020/6/29,0.017467,0.020905,0.021144,0.022857,0.023967,0.02591,0.028525,0.028504,0.034435,0.035916
2020/6/30,0.017385,0.02071,0.021764,0.022446,0.023882,0.025542,0.028202,0.02823,0.034135,0.035591
2020/7/1,0.017067,0.020579,0.021276,0.022853,0.024036,0.025976,0.028264,0.028456,0.034335,0.035766
2020/7/2,0.017299,0.020598,0.020976,0.022684,0.023897,0.025753,0.028228,0.028584,0.034411,0.03579
2020/7/3,0.017016,0.020487,0.020976,0.022942,0.023878,0.026084,0.028628,0.028974,0.034781,0.036139
2020/7/6,0.01719,0.020792,0.021263,0.024666,0.026016,0.02751,0.029676,0.029959,0.035647,0.036887
2020/7/7,0.017455,0.020785,0.021513,0.024431,0.026276,0.027925,0.029922,0.030158,0.035846,0.037087
2020/7/8,0.018606,0.020868,0.0216,0.025198,0.026679,0.028522,0.02996,0.030632,0.036257,0.037435
2020/7/9,0.019821,0.021284,0.022256,0.025039,0.027142,0.028995,0.030618,0.030808,0.036471,0.037687
2020/7/10,0.021012,0.0211,0.022165,0.02504,0.026894,0.028423,0.030209,0.030305,0.036096,0.037439
2020/7/13,0.021063,0.021151,0.02208,0.025845,0.027153,0.028905,0.030599,0.030557,0.036297,0.03759
2020/7/14,0.020499,0.020502,0.02198,0.025509,0.026959,0.028272,0.030323,0.030057,0.035937,0.03737
2020/7/15,0.020321,0.020415,0.022,0.02489,0.026051,0.027402,0.030098,0.029559,0.035527,0.037048
2020/7/16,0.020242,0.020619,0.021534,0.024794,0.025541,0.027133,0.029798,0.029459,0.035427,0.036949
2020/7/17,0.020296,0.020512,0.022256,0.024433,0.025141,0.027022,0.029799,0.029507,0.035476,0.036998
2020/7/20,0.019934,0.020439,0.02254,0.024251,0.025256,0.0267,0.029797,0.029311,0.035355,0.036953
2020/7/21,0.019876,0.020133,0.022455,0.024071,0.024641,0.026326,0.029348,0.029011,0.035055,0.036653
2020/7/22,0.020001,0.019936,0.022552,0.02355,0.024655,0.026252,0.02885,0.028861,0.034855,0.036402
2020/7/23,0.019642,0.020234,0.022538,0.023779,0.024862,0.026379,0.028832,0.029064,0.035056,0.0366
2020/7/24,0.019613,0.020048,0.022446,0.023701,0.024556,0.025999,0.028513,0.028612,0.03453,0.036
2020/7/27,0.019507,0.020157,0.02246,0.023808,0.024769,0.026284,0.028538,0.028791,0.034606,0.035973
2020/7/28,0.02005,0.020306,0.022565,0.024196,0.02481,0.026762,0.029028,0.029214,0.035056,0.036448
2020/7/29,0.019994,0.020336,0.022459,0.024392,0.025069,0.026829,0.029229,0.029415,0.035255,0.036645
2020/7/30,0.019799,0.020336,0.022461,0.024551,0.025061,0.026794,0.029424,0.029364,0.035231,0.036648
2020/7/31,0.019799,0.020836,0.022428,0.024696,0.025152,0.027022,0.029699,0.029664,0.035573,0.037031
2020/8/3,0.019415,0.020836,0.021565,0.024996,0.025443,0.026845,0.029896,0.029465,0.035431,0.036945
2020/8/4,0.020142,0.021236,0.021746,0.025272,0.025867,0.027007,0.029845,0.029365,0.035381,0.036945
2020/8/5,0.0205,0.021949,0.022288,0.025694,0.02662,0.027638,0.030169,0.029592,0.035611,0.03718
2020/8/6,0.020604,0.022052,0.022356,0.026097,0.026788,0.028211,0.030345,0.029816,0.035882,0.037498
2020/8/7,0.020615,0.022092,0.022224,0.026273,0.026869,0.028311,0.030393,0.029918,0.036026,0.037685
2020/8/10,0.020812,0.022092,0.022001,0.026113,0.026667,0.02806,0.030094,0.029543,0.035624,0.037255
2020/8/11,0.020889,0.02195,0.022213,0.02606,0.02678,0.028267,0.030093,0.029544,0.035596,0.037197
2020/8/12,0.021467,0.02235,0.022415,0.026578,0.027177,0.02865,0.030242,0.02962,0.035681,0.037293
2020/8/13,0.021485,0.022458,0.022522,0.026455,0.026967,0.028397,0.030093,0.029555,0.035601,0.037198
2020/8/14,0.021319,0.022968,0.022744,0.026157,0.026746,0.028209,0.029943,0.029369,0.035419,0.037021
2020/8/17,0.021242,0.022891,0.02265,0.026128,0.026926,0.028106,0.029795,0.029421,0.035409,0.036949
2020/8/18,0.021174,0.022909,0.022754,0.026231,0.026975,0.028458,0.029996,0.029771,0.035704,0.037189
2020/8/19,0.021536,0.023897,0.024369,0.026534,0.027303,0.028844,0.030343,0.029921,0.035856,0.037342
2020/8/20,0.021831,0.024698,0.024237,0.026693,0.027677,0.029115,0.030591,0.029973,0.035935,0.037448
2020/8/21,0.021961,0.024829,0.024336,0.026645,0.027518,0.028754,0.030291,0.029823,0.035692,0.037112
2020/8/24,0.022,0.024987,0.024437,0.026814,0.027952,0.028976,0.030492,0.029998,0.035872,0.037296
2020/8/25,0.021698,0.025192,0.024742,0.02729,0.028614,0.029453,0.030842,0.030424,0.036188,0.037501
2020/8/26,0.022027,0.025199,0.024854,0.027483,0.028779,0.029751,0.030991,0.030511,0.036255,0.037549
2020/8/27,0.022199,0.025199,0.02496,0.027796,0.029057,0.02982,0.031189,0.030599,0.036346,0.037643
2020/8/28,0.022478,0.025043,0.024869,0.027909,0.029077,0.029901,0.031387,0.030672,0.036435,0.037748
2020/8/31,0.022335,0.025297,0.025123,0.027775,0.028928,0.029548,0.030983,0.030177,0.035985,0.037343
2020/9/1,0.022348,0.025199,0.025203,0.027885,0.029219,0.029811,0.031528,0.030478,0.036265,0.037603
2020/9/2,0.022755,0.025359,0.025563,0.028446,0.029641,0.030526,0.032054,0.031027,0.036644,0.037812
2020/9/3,0.022779,0.025359,0.025712,0.028745,0.029585,0.030842,0.031906,0.031051,0.036657,0.037814
2020/9/4,0.022795,0.025459,0.025885,0.028918,0.029871,0.031008,0.032081,0.031228,0.036854,0.03803
2020/9/7,0.023757,0.025909,0.026151,0.029166,0.029968,0.031074,0.032085,0.031454,0.037112,0.03832
2020/9/8,0.023633,0.0258,0.025969,0.028986,0.029862,0.030846,0.031958,0.03123,0.036942,0.038204
2020/9/9,0.023873,0.026549,0.02603,0.028517,0.029363,0.030322,0.031531,0.030805,0.036573,0.037891
2020/9/10,0.023617,0.026,0.02573,0.027796,0.028839,0.02999,0.031484,0.030833,0.036705,0.038128
2020/9/11,0.023232,0.026005,0.025964,0.028101,0.029091,0.030371,0.031886,0.031345,0.037015,0.038234
2020/9/14,0.022859,0.025999,0.026051,0.028195,0.028955,0.030608,0.031987,0.031532,0.037136,0.038291
2020/9/15,0.022871,0.025722,0.025934,0.027695,0.028514,0.030008,0.031586,0.031083,0.036816,0.0381
2020/9/16,0.023333,0.025683,0.026114,0.027418,0.028457,0.029943,0.031785,0.03126,0.036992,0.038276
2020/9/17,0.023316,0.02577,0.026124,0.027502,0.028566,0.030157,0.031933,0.031334,0.037017,0.038251
2020/9/18,0.023218,0.025771,0.026088,0.027317,0.0283,0.02971,0.031682,0.031162,0.036956,0.038301
2020/9/21,0.022852,0.025782,0.026127,0.02697,0.02804,0.029413,0.031435,0.030999,0.0368,0.038153
2020/9/22,0.023201,0.025611,0.026082,0.027114,0.028164,0.029374,0.031238,0.030863,0.036682,0.038053
2020/9/23,0.022718,0.025598,0.026282,0.027195,0.028207,0.029433,0.031334,0.03089,0.036721,0.038103
2020/9/24,0.022215,0.025677,0.025942,0.027312,0.028422,0.02955,0.031284,0.03084,0.036659,0.038029
2020/9/25,0.022131,0.025677,0.026116,0.027508,0.028754,0.030015,0.031589,0.031295,0.037036,0.038329
2020/9/27,0.022067,0.025613,0.026005,0.027696,0.028825,0.030086,0.031544,0.031324,0.037038,0.038304
2020/9/28,0.02215,0.025662,0.026075,0.027724,0.028868,0.030007,0.031606,0.031092,0.036872,0.038205
2020/9/29,0.023109,0.026043,0.026381,0.027843,0.028899,0.030244,0.031879,0.031292,0.037035,0.03833
2020/9/30,0.023213,0.025999,0.026462,0.027924,0.029301,0.030537,0.032126,0.031482,0.037205,0.038481
2020/10/9,0.023662,0.026009,0.027017,0.028857,0.029897,0.031147,0.032618,0.031873,0.037577,0.038834
2020/10/10,0.023443,0.02601,0.027017,0.028857,0.029872,0.031144,0.032664,0.031898,0.037584,0.038822
2020/10/12,0.023747,0.026482,0.026937,0.028681,0.030005,0.030893,0.032665,0.031861,0.037509,0.038709
2020/10/13,0.023731,0.026576,0.026959,0.028674,0.030025,0.031072,0.032812,0.03195,0.037616,0.038835
2020/10/14,0.025231,0.026999,0.027189,0.029034,0.030188,0.031393,0.032915,0.03215,0.037791,0.038985
2020/10/15,0.026124,0.026998,0.026882,0.029103,0.03019,0.031655,0.032921,0.0323,0.037891,0.039035
2020/10/16,0.026137,0.026897,0.026961,0.029105,0.030159,0.031557,0.032772,0.032202,0.037867,0.039086
2020/10/19,0.026213,0.026893,0.026973,0.029127,0.02997,0.03131,0.032571,0.032005,0.037732,0.039012
2020/10/20,0.026238,0.026892,0.027047,0.029175,0.029955,0.031196,0.032473,0.031955,0.037682,0.038963
2020/10/21,0.026355,0.026836,0.026848,0.028811,0.029665,0.0304,0.032324,0.031855,0.037595,0.038888
2020/10/22,0.026327,0.026823,0.026461,0.028314,0.029255,0.0298,0.032127,0.031707,0.037433,0.038713
2020/10/23,0.026359,0.026882,0.026821,0.02873,0.0296,0.03,0.032421,0.031957,0.037645,0.038888
2020/10/26,0.026453,0.026872,0.026917,0.028817,0.029679,0.030077,0.032517,0.031934,0.037621,0.038864
2020/10/27,0.026459,0.027245,0.026867,0.028618,0.029372,0.029702,0.032167,0.031609,0.037334,0.038615
2020/10/28,0.026631,0.027896,0.027228,0.028745,0.02959,0.029953,0.032558,0.03181,0.037484,0.038715
2020/10/29,0.02656,0.027695,0.027191,0.028692,0.029524,0.029904,0.032558,0.03186,0.037522,0.03874
2020/10/30,0.02662,0.027845,0.027273,0.028736,0.029459,0.029755,0.03241,0.03181,0.037434,0.038615
2020/11/2,0.026647,0.027793,0.027525,0.028733,0.029462,0.029757,0.032364,0.031785,0.037346,0.038465
2020/11/3,0.026364,0.027392,0.027322,0.028669,0.02932,0.029633,0.032268,0.031762,0.037335,0.038465
2020/11/4,0.026591,0.027389,0.027347,0.028717,0.029377,0.029761,0.032073,0.031687,0.037235,0.03834
2020/11/5,0.026633,0.027487,0.027481,0.028881,0.029602,0.029986,0.032228,0.031912,0.037448,0.03854
2020/11/6,0.026513,0.027595,0.027832,0.029279,0.029702,0.030341,0.032354,0.032063,0.037611,0.038716
2020/11/9,0.026578,0.027688,0.027944,0.029442,0.029852,0.030572,0.032628,0.032363,0.037861,0.038916
2020/11/10,0.026564,0.027543,0.027882,0.02926,0.029602,0.030426,0.032503,0.032241,0.037775,0.038867
2020/11/11,0.027113,0.028,0.028009,0.029425,0.029702,0.030528,0.032584,0.032391,0.037887,0.038942
2020/11/12,0.02756,0.028297,0.028287,0.029683,0.029902,0.030832,0.03283,0.032614,0.038036,0.039016
2020/11/13,0.027926,0.028598,0.028464,0.029837,0.030053,0.030984,0.032885,0.032715,0.038112,0.039066
2020/11/16,0.026887,0.028298,0.028497,0.029893,0.030109,0.031039,0.032956,0.032741,0.038113,0.039041
2020/11/17,0.026887,0.028348,0.028634,0.030063,0.030259,0.031242,0.033034,0.032866,0.038213,0.039116
2020/11/18,0.027526,0.028676,0.0294,0.0305,0.030603,0.03167,0.033292,0.03324,0.038486,0.039289
2020/11/19,0.02808,0.028843,0.029433,0.030998,0.0311,0.032145,0.033588,0.033487,0.038671,0.039412
2020/11/20,0.029216,0.030226,0.029503,0.031128,0.031201,0.03191,0.033385,0.0331,0.038429,0.039316
2020/11/23,0.028924,0.029742,0.02951,0.030703,0.030751,0.031337,0.03303,0.03265,0.038055,0.039018
2020/11/24,0.029023,0.029942,0.029689,0.030977,0.031001,0.031691,0.033256,0.0329,0.038192,0.039041
2020/11/25,0.029031,0.029999,0.029461,0.030653,0.030754,0.03134,0.033031,0.032675,0.037992,0.038867
2020/11/26,0.029279,0.029848,0.029357,0.030633,0.030755,0.03142,0.033134,0.03285,0.038142,0.038992
2020/11/27,0.029274,0.029698,0.029104,0.030622,0.030837,0.031522,0.033189,0.033,0.038242,0.039041
2020/11/30,0.028599,0.028903,0.02831,0.029737,0.029967,0.030708,0.032642,0.0325,0.037806,0.038668
2020/12/1,0.028801,0.028203,0.028457,0.029889,0.030061,0.030915,0.032843,0.032725,0.037993,0.038817
2020/12/2,0.028707,0.028403,0.028608,0.030268,0.030519,0.03125,0.032943,0.032925,0.038155,0.038942
2020/12/3,0.028616,0.028603,0.028761,0.030215,0.030473,0.031305,0.0328,0.032851,0.038055,0.038816
2020/12/4,0.028551,0.028738,0.028708,0.030104,0.030348,0.031156,0.032701,0.032651,0.03783,0.038566
2020/12/7,0.02834,0.028509,0.028614,0.030199,0.03042,0.031261,0.032738,0.032701,0.037845,0.038545
2020/12/8,0.028103,0.028315,0.028417,0.029949,0.030115,0.031121,0.032575,0.032551,0.037654,0.038313
2020/12/9,0.027421,0.028014,0.028449,0.029888,0.030097,0.031257,0.0327,0.032726,0.037702,0.038234
2020/12/10,0.027135,0.027626,0.028047,0.029426,0.029623,0.03105,0.0326,0.032601,0.037653,0.038262
2020/12/11,0.027221,0.028082,0.028333,0.029802,0.029969,0.031403,0.033,0.032951,0.037914,0.038434
2020/12/14,0.026999,0.02786,0.028245,0.029502,0.029833,0.03126,0.03285,0.032851,0.037839,0.038383
2020/12/15,0.026754,0.027557,0.027888,0.029102,0.029593,0.030989,0.032775,0.032776,0.037791,0.038361
2020/12/16,0.026,0.027227,0.027312,0.028653,0.029271,0.030802,0.032702,0.032752,0.037779,0.038361
2020/12/17,0.026,0.026887,0.027273,0.028853,0.029528,0.031025,0.032776,0.032802,0.037829,0.038412
2020/12/18,0.025802,0.026837,0.027267,0.028853,0.029642,0.0311,0.032804,0.032902,0.037815,0.038283
2020/12/21,0.02533,0.026535,0.026919,0.028416,0.029284,0.030735,0.032602,0.032652,0.037642,0.038185
2020/12/22,0.025113,0.026045,0.026695,0.028146,0.02901,0.030353,0.032156,0.032278,0.037293,0.037862
2020/12/23,0.024711,0.025884,0.026551,0.027818,0.028885,0.030237,0.0322,0.032153,0.037219,0.037839
2020/12/24,0.024806,0.02567,0.026501,0.027955,0.029097,0.030439,0.03235,0.032303,0.037382,0.038014
2020/12/25,0.024739,0.0257,0.026096,0.027661,0.028855,0.03003,0.03195,0.031878,0.037034,0.037743
2020/12/28,0.024027,0.025667,0.025671,0.027483,0.028552,0.029953,0.031851,0.031629,0.036823,0.037571
2020/12/29,0.023633,0.025165,0.025486,0.027442,0.028505,0.029879,0.031799,0.031554,0.036722,0.037445
2020/12/30,0.023502,0.025121,0.025036,0.026993,0.027943,0.02931,0.03145,0.031204,0.036411,0.037172
2020/12/31,0.022824,0.024316,0.024739,0.027226,0.028174,0.029512,0.031699,0.031429,0.036572,0.037268
2021/1/4,0.021518,0.023646,0.024952,0.027672,0.028784,0.029961,0.032124,0.03178,0.03691,0.037593
2021/1/5,0.021029,0.023465,0.024714,0.027167,0.0284,0.029459,0.03175,0.031305,0.036487,0.037222
2021/1/6,0.020034,0.022397,0.024109,0.026993,0.027911,0.029335,0.03145,0.031256,0.03645,0.037197
2021/1/7,0.019879,0.0221,0.023568,0.026347,0.02768,0.029252,0.0313,0.031256,0.03645,0.037198
2021/1/8,0.01897,0.021675,0.023568,0.026197,0.027768,0.029471,0.031525,0.031456,0.036637,0.037372
2021/1/11,0.018756,0.021172,0.023653,0.026282,0.027939,0.029682,0.0317,0.031631,0.036787,0.037496
2021/1/12,0.019029,0.0213,0.02335,0.02597,0.027499,0.029452,0.031476,0.031457,0.036651,0.037398
2021/1/13,0.018825,0.020814,0.022914,0.025478,0.026975,0.028987,0.031105,0.031157,0.036402,0.037201
2021/1/14,0.018529,0.020441,0.023405,0.025976,0.027305,0.02895,0.030918,0.031059,0.03629,0.037076
2021/1/15,0.018529,0.02066,0.023843,0.02681,0.027875,0.029634,0.031478,0.031508,0.036688,0.037423
2021/1/18,0.019013,0.02125,0.0245,0.027428,0.028422,0.030078,0.031749,0.031658,0.0368,0.037496
2021/1/19,0.020313,0.021703,0.024859,0.027234,0.028272,0.02993,0.031601,0.031609,0.036763,0.037472
2021/1/20,0.020513,0.02175,0.0247,0.026711,0.028014,0.029584,0.031491,0.03161,0.036712,0.037369
2021/1/21,0.020318,0.021555,0.024475,0.026365,0.0276,0.029244,0.031216,0.031335,0.036489,0.037198
2021/1/22,0.020316,0.021355,0.024525,0.026464,0.027645,0.029373,0.031112,0.031185,0.036393,0.037156
2021/1/25,0.020525,0.021492,0.024911,0.026688,0.027844,0.029558,0.031325,0.031323,0.036483,0.037199
2021/1/26,0.022014,0.022589,0.025575,0.027373,0.028433,0.02999,0.031649,0.031585,0.0367,0.037371
2021/1/27,0.023514,0.023539,0.02588,0.027429,0.028415,0.029942,0.031699,0.031636,0.036712,0.037344
