日期,三月期收益率,六月期收益率,一年期收益率,二年期收益率,三年期收益率,五年期收益率,七年期收益率,十年期收益率,二十年期收益率,三十年期收益率
2016/12/13,0.023759,0.024586,0.025995,0.026622,0.027487,0.029234,0.031337,0.031862,0.03474,0.035833
2016/12/14,0.025396,0.026088,0.027059,0.027416,0.027489,0.029657,0.031383,0.032186,0.035139,0.036331
2016/12/15,0.026742,0.02716,0.028556,0.029049,0.029163,0.030906,0.032779,0.033315,0.036568,0.038045
2016/12/16,0.028714,0.029068,0.029874,0.029969,0.029986,0.030561,0.032604,0.032803,0.036568,0.037994
2016/12/19,0.030404,0.03046,0.030491,0.03049,0.030498,0.031483,0.032927,0.033316,0.037133,0.038622
2016/12/20,0.030948,0.031054,0.030491,0.031055,0.031229,0.031906,0.032939,0.033739,0.037346,0.038642
2016/12/21,0.030908,0.030311,0.029194,0.030095,0.030588,0.031374,0.032498,0.032815,0.036846,0.038553
2016/12/22,0.030496,0.029979,0.028718,0.030034,0.030588,0.030675,0.031783,0.031907,0.035997,0.037757
2016/12/23,0.028525,0.029108,0.027165,0.029077,0.029981,0.030013,0.031333,0.031769,0.035805,0.037528
2016/12/26,0.028517,0.029036,0.027236,0.028999,0.029278,0.029421,0.03067,0.031551,0.035633,0.037428
2016/12/27,0.028665,0.028718,0.027348,0.028422,0.029256,0.029327,0.031061,0.031628,0.03571,0.037355
2016/12/28,0.028563,0.028968,0.027507,0.028439,0.029206,0.029274,0.030792,0.031223,0.03561,0.037153
2016/12/29,0.027023,0.02702,0.02718,0.027538,0.028067,0.028574,0.03012,0.030471,0.03531,0.036646
2016/12/30,0.026515,0.026535,0.026493,0.027042,0.02785,0.02854,0.029918,0.030115,0.034961,0.035831
2016/12/31,0.026474,0.026494,0.026503,0.027014,0.02785,0.02854,0.029918,0.030115,0.034961,0.035831
2017/1/3,0.026294,0.027151,0.027484,0.027798,0.028265,0.028877,0.030364,0.031054,0.035604,0.036225
2017/1/4,0.026431,0.026687,0.02749,0.027937,0.028599,0.029339,0.030709,0.031823,0.035979,0.036223
2017/1/5,0.026009,0.026709,0.027804,0.028132,0.028567,0.029306,0.031437,0.032086,0.036272,0.03651
2017/1/6,0.026135,0.026888,0.027799,0.028047,0.028348,0.029534,0.03142,0.031953,0.036122,0.036337
2017/1/9,0.026135,0.026665,0.02765,0.02788,0.02816,0.029445,0.031086,0.031692,0.035861,0.036338
2017/1/10,0.026017,0.026531,0.027252,0.027671,0.028191,0.029119,0.03092,0.031791,0.035864,0.036269
2017/1/11,0.026057,0.026583,0.027164,0.027886,0.02853,0.029531,0.031308,0.032055,0.036112,0.036488
2017/1/12,0.025816,0.026432,0.027147,0.027697,0.028106,0.029616,0.031105,0.031888,0.035989,0.036418
2017/1/13,0.025511,0.02589,0.026866,0.027539,0.028121,0.029452,0.031067,0.032022,0.036113,0.036414
2017/1/16,0.025302,0.025532,0.026224,0.027094,0.027933,0.029596,0.031226,0.032496,0.036213,0.036513
2017/1/17,0.025808,0.026303,0.026677,0.02755,0.028382,0.02983,0.031532,0.032692,0.036414,0.036818
2017/1/18,0.026025,0.026494,0.02638,0.027297,0.028194,0.029611,0.031661,0.032682,0.036411,0.03687
2017/1/19,0.026437,0.026348,0.026678,0.027457,0.028167,0.029715,0.032088,0.032584,0.036337,0.036821
2017/1/20,0.025601,0.02611,0.026413,0.027265,0.028081,0.029619,0.031851,0.032439,0.036248,0.036796
2017/1/22,0.02525,0.025935,0.02643,0.027182,0.027873,0.029645,0.031871,0.03255,0.03635,0.036796
2017/1/23,0.025458,0.025835,0.026429,0.027367,0.027808,0.029568,0.032026,0.032429,0.036263,0.036721
2017/1/24,0.025441,0.025931,0.026418,0.027403,0.027961,0.02973,0.032303,0.032837,0.036612,0.037018
2017/1/25,0.025307,0.026141,0.026543,0.027616,0.028213,0.030275,0.032653,0.033463,0.03706,0.037287
2017/1/26,0.024821,0.026009,0.026757,0.027736,0.028212,0.030375,0.032777,0.033465,0.037061,0.037287
2017/2/3,0.025921,0.026634,0.027402,0.028244,0.028551,0.030791,0.033119,0.034214,0.037696,0.037807
2017/2/4,0.026094,0.026693,0.027926,0.028507,0.02877,0.031067,0.032995,0.034099,0.037589,0.0377
2017/2/6,0.026253,0.027095,0.028439,0.028969,0.029079,0.031067,0.033332,0.034905,0.038321,0.038405
2017/2/7,0.026576,0.027013,0.028942,0.029465,0.029554,0.031103,0.033487,0.034866,0.038308,0.038403
2017/2/8,0.026272,0.027013,0.028621,0.029368,0.029508,0.031104,0.033215,0.034591,0.038409,0.038507
2017/2/9,0.026525,0.027249,0.0283,0.02927,0.029514,0.030646,0.032717,0.034148,0.038236,0.038413
2017/2/10,0.026128,0.026823,0.028357,0.029283,0.02951,0.030542,0.033003,0.034368,0.038331,0.038509
2017/2/13,0.026009,0.026793,0.028467,0.029192,0.029367,0.030346,0.032978,0.034192,0.038433,0.038611
2017/2/14,0.025953,0.026708,0.028228,0.02926,0.029519,0.030446,0.032761,0.034107,0.038433,0.038611
2017/2/15,0.026234,0.026996,0.028226,0.028975,0.029206,0.030562,0.032743,0.034058,0.038527,0.038764
2017/2/16,0.026029,0.027039,0.028127,0.028844,0.029017,0.030677,0.032343,0.033559,0.038376,0.038611
2017/2/17,0.025609,0.026919,0.027982,0.028657,0.028805,0.030426,0.031982,0.033311,0.038103,0.038364
2017/2/20,0.025508,0.026407,0.027505,0.028333,0.028806,0.029966,0.031843,0.032812,0.037693,0.038044
2017/2/21,0.025947,0.026533,0.027166,0.028103,0.028452,0.03009,0.032028,0.033013,0.037956,0.038373
2017/2/22,0.026173,0.026511,0.027087,0.02789,0.028672,0.030081,0.031864,0.032839,0.037694,0.038019
2017/2/23,0.025936,0.026438,0.02698,0.027748,0.028575,0.030036,0.031814,0.032714,0.037493,0.037818
2017/2/24,0.025978,0.026634,0.027069,0.028078,0.028886,0.030076,0.032031,0.032915,0.037591,0.037918
2017/2/27,0.02582,0.026417,0.027106,0.028264,0.028945,0.029816,0.03185,0.03287,0.037556,0.037897
2017/2/28,0.025965,0.026398,0.027121,0.028327,0.029,0.029999,0.031891,0.032921,0.037618,0.037971
2017/3/1,0.026104,0.026412,0.027144,0.028371,0.028893,0.03019,0.031928,0.033252,0.037825,0.038013
2017/3/2,0.026098,0.026176,0.027617,0.028617,0.028897,0.03045,0.0319,0.033483,0.037807,0.03785
2017/3/3,0.026042,0.026422,0.028002,0.028847,0.029024,0.030391,0.031974,0.033573,0.037755,0.037798
2017/3/6,0.026344,0.02694,0.02786,0.028691,0.02895,0.030404,0.031971,0.033615,0.037926,0.038101
2017/3/7,0.026469,0.026908,0.027857,0.028947,0.029254,0.030387,0.031974,0.033643,0.038026,0.038088
2017/3/8,0.026519,0.02719,0.028246,0.029185,0.029581,0.030739,0.032103,0.034088,0.038151,0.038199
2017/3/9,0.026747,0.027136,0.028368,0.029122,0.029348,0.031016,0.032184,0.034151,0.038154,0.038202
2017/3/10,0.026765,0.027204,0.028271,0.028997,0.029328,0.031507,0.031984,0.034156,0.038104,0.038152
2017/3/13,0.026634,0.027386,0.028138,0.028561,0.029078,0.031363,0.032144,0.033851,0.038004,0.038052
2017/3/14,0.027023,0.027247,0.028314,0.028907,0.029169,0.031198,0.031938,0.033653,0.038027,0.038075
2017/3/15,0.027193,0.027665,0.028365,0.02896,0.029165,0.0312,0.032049,0.033523,0.038054,0.038102
2017/3/16,0.027061,0.028014,0.02859,0.029056,0.029187,0.03101,0.03173,0.033097,0.037767,0.037815
2017/3/17,0.027654,0.028202,0.028648,0.029132,0.029292,0.031135,0.031711,0.033124,0.037836,0.037927
2017/3/20,0.027568,0.028499,0.028579,0.028929,0.029321,0.031204,0.032111,0.033141,0.037964,0.038055
2017/3/21,0.028051,0.028204,0.028939,0.029544,0.029758,0.031441,0.032507,0.033141,0.038012,0.038103
2017/3/22,0.028563,0.028604,0.028885,0.029543,0.030138,0.031523,0.032407,0.033068,0.037926,0.038004
2017/3/23,0.028592,0.02864,0.028841,0.029704,0.030742,0.031423,0.032308,0.033034,0.037977,0.038055
2017/3/24,0.028627,0.028577,0.028517,0.02953,0.030619,0.03104,0.03196,0.032529,0.037701,0.037779
2017/3/27,0.028731,0.028576,0.028517,0.029556,0.030413,0.030823,0.031964,0.032451,0.037551,0.037629
2017/3/28,0.028571,0.028326,0.028467,0.029388,0.030319,0.030758,0.032116,0.032626,0.037526,0.037604
2017/3/29,0.028997,0.02832,0.028442,0.029393,0.03036,0.030757,0.032265,0.032695,0.037527,0.037605
2017/3/30,0.028859,0.028299,0.028443,0.029239,0.030253,0.030831,0.032174,0.03289,0.037527,0.037605
2017/3/31,0.028815,0.028375,0.028632,0.029308,0.030186,0.030782,0.032272,0.032828,0.037526,0.037604
2017/4/1,0.028771,0.028788,0.029125,0.029529,0.03003,0.030844,0.032172,0.03273,0.037428,0.037506
2017/4/5,0.028905,0.028918,0.029555,0.029929,0.030269,0.030883,0.032235,0.033102,0.037477,0.037555
2017/4/6,0.028705,0.02895,0.029766,0.02996,0.030256,0.031096,0.032129,0.033109,0.037526,0.037604
2017/4/7,0.028906,0.028986,0.029962,0.030069,0.030236,0.030888,0.032336,0.032966,0.037476,0.037554
2017/4/10,0.029098,0.029065,0.030066,0.030126,0.03023,0.031107,0.032391,0.033166,0.037523,0.037601
2017/4/11,0.028849,0.029115,0.030041,0.030158,0.030344,0.031259,0.032337,0.033209,0.037448,0.037526
2017/4/12,0.028838,0.028982,0.030016,0.030099,0.030248,0.031648,0.03243,0.033283,0.037572,0.037651
2017/4/13,0.028632,0.028952,0.030017,0.030123,0.030302,0.031595,0.032639,0.03322,0.037422,0.037501
2017/4/14,0.028891,0.029637,0.030333,0.030504,0.030584,0.03175,0.033229,0.033598,0.037571,0.037652
2017/4/17,0.028899,0.029444,0.030757,0.03079,0.030838,0.032508,0.033829,0.03416,0.037873,0.037954
2017/4/18,0.028924,0.029444,0.030908,0.031135,0.031436,0.032607,0.034149,0.034064,0.038067,0.038152
2017/4/19,0.028806,0.030312,0.030912,0.031184,0.031481,0.032709,0.034149,0.034064,0.038113,0.038198
2017/4/20,0.028832,0.030039,0.031164,0.031319,0.031509,0.032761,0.034449,0.03424,0.038267,0.038352
2017/4/21,0.028728,0.030544,0.03105,0.031412,0.031635,0.033215,0.034896,0.034614,0.038583,0.038668
2017/4/24,0.028781,0.030535,0.031138,0.031554,0.031867,0.033776,0.034952,0.034991,0.038917,0.039002
2017/4/25,0.028765,0.030676,0.03115,0.031629,0.031993,0.033372,0.034649,0.034568,0.038865,0.03895
2017/4/26,0.029182,0.030784,0.0314,0.032118,0.03237,0.033419,0.034649,0.034519,0.038867,0.038952
2017/4/27,0.029186,0.030841,0.0317,0.032165,0.032306,0.033343,0.034599,0.034494,0.038817,0.038902
2017/4/28,0.029392,0.030707,0.031672,0.032148,0.032298,0.033417,0.034696,0.034668,0.038817,0.038902
2017/5/2,0.029548,0.031263,0.032422,0.032932,0.033052,0.033718,0.034899,0.03487,0.038866,0.038952
2017/5/3,0.029827,0.031329,0.033079,0.03342,0.033486,0.034117,0.035177,0.035219,0.03907,0.039156
2017/5/4,0.02989,0.031586,0.033736,0.03413,0.0342,0.034663,0.035697,0.035517,0.039014,0.039102
2017/5/5,0.030187,0.031765,0.033922,0.034245,0.034297,0.034813,0.035794,0.035592,0.039051,0.039101
2017/5/8,0.03052,0.03165,0.033918,0.034826,0.035003,0.035361,0.036098,0.036042,0.039153,0.039208
2017/5/9,0.030341,0.031724,0.034074,0.035054,0.035254,0.035921,0.036302,0.036325,0.039353,0.039409
2017/5/10,0.030784,0.031661,0.03453,0.035599,0.035805,0.036819,0.036998,0.0369,0.039553,0.039609
2017/5/11,0.030837,0.032035,0.034348,0.035701,0.036015,0.036309,0.036498,0.0364,0.039343,0.039402
2017/5/12,0.03127,0.032514,0.034683,0.036247,0.036493,0.036542,0.036496,0.036525,0.039545,0.039608
2017/5/15,0.031218,0.032538,0.034709,0.035773,0.036008,0.036259,0.036396,0.0361,0.039647,0.039709
2017/5/16,0.031203,0.032823,0.034883,0.035864,0.036057,0.036454,0.036496,0.036225,0.039696,0.039759
2017/5/17,0.031584,0.033518,0.034856,0.036557,0.036797,0.0368,0.037194,0.036275,0.039858,0.040008
2017/5/18,0.031824,0.033814,0.034785,0.036451,0.036696,0.036454,0.037337,0.036075,0.039784,0.040127
2017/5/19,0.031836,0.033712,0.034827,0.036652,0.036914,0.036823,0.037582,0.03625,0.039819,0.040023
2017/5/22,0.032004,0.033769,0.034876,0.036945,0.037246,0.037204,0.037936,0.036601,0.040053,0.040163
2017/5/23,0.031835,0.033892,0.034923,0.03683,0.037096,0.037053,0.037662,0.036725,0.040085,0.040192
2017/5/24,0.032517,0.034133,0.034859,0.036517,0.036746,0.036604,0.037266,0.036601,0.040021,0.04018
2017/5/25,0.032671,0.033947,0.034655,0.036159,0.036402,0.036454,0.037042,0.036476,0.039887,0.040012
2017/5/26,0.032622,0.03399,0.034704,0.036096,0.036392,0.036557,0.037092,0.036501,0.039949,0.04011
2017/5/27,0.032588,0.0337,0.034651,0.035984,0.036256,0.0364,0.036988,0.036499,0.039948,0.040111
2017/5/31,0.032054,0.033713,0.034541,0.035606,0.035747,0.035758,0.036492,0.036102,0.039693,0.039997
2017/6/1,0.032092,0.033796,0.034818,0.035667,0.035772,0.03571,0.036593,0.036152,0.039705,0.040009
2017/6/2,0.033286,0.033897,0.034964,0.035791,0.03589,0.035709,0.036739,0.036277,0.039719,0.040023
2017/6/5,0.033181,0.033963,0.035018,0.035759,0.035844,0.035529,0.036641,0.036152,0.039605,0.039909
2017/6/6,0.033228,0.033973,0.035158,0.035819,0.035896,0.035839,0.036791,0.036328,0.039695,0.039999
2017/6/7,0.034326,0.034705,0.035981,0.03613,0.036145,0.036015,0.03699,0.036427,0.039655,0.039959
2017/6/8,0.034628,0.034914,0.03659,0.036364,0.036198,0.036369,0.03699,0.036477,0.039669,0.039973
2017/6/9,0.03494,0.035746,0.036574,0.036179,0.035893,0.03612,0.036787,0.036303,0.03957,0.039874
2017/6/12,0.034932,0.035446,0.036138,0.035735,0.035449,0.035621,0.036193,0.035841,0.039121,0.039425
2017/6/13,0.03507,0.035763,0.036138,0.035762,0.035498,0.035589,0.036093,0.035754,0.039019,0.039323
2017/6/14,0.035812,0.036945,0.036042,0.035864,0.035622,0.03544,0.035987,0.035354,0.038721,0.039025
2017/6/15,0.035691,0.036785,0.035941,0.035737,0.03547,0.035365,0.035991,0.035554,0.038669,0.038973
2017/6/16,0.035571,0.036926,0.035979,0.035726,0.035549,0.035561,0.036137,0.03568,0.039098,0.03972
2017/6/19,0.035446,0.036892,0.03573,0.035316,0.034868,0.034765,0.035391,0.035006,0.038849,0.03947
2017/6/20,0.035446,0.036683,0.035488,0.035079,0.034738,0.034717,0.035395,0.034881,0.038752,0.039374
2017/6/21,0.035315,0.036483,0.035488,0.035174,0.034949,0.035134,0.035913,0.035406,0.0391,0.039514
2017/6/22,0.034804,0.036483,0.035489,0.035461,0.035417,0.035415,0.035992,0.035606,0.039376,0.039789
2017/6/23,0.034078,0.035513,0.035057,0.035338,0.035362,0.035073,0.036009,0.035457,0.039401,0.039814
2017/6/26,0.033382,0.034691,0.034815,0.034981,0.034991,0.034708,0.035784,0.035134,0.039302,0.039715
2017/6/27,0.03209,0.033645,0.034495,0.034543,0.034549,0.034629,0.03565,0.035084,0.039152,0.039565
2017/6/28,0.03159,0.033315,0.034545,0.034684,0.034697,0.034654,0.03585,0.035333,0.039152,0.039565
2017/6/29,0.031488,0.033288,0.034496,0.034649,0.034664,0.034657,0.0359,0.035483,0.0392,0.039613
2017/6/30,0.031397,0.033461,0.0346,0.03494,0.034973,0.034931,0.03615,0.035683,0.039352,0.039765
2017/7/3,0.031582,0.033024,0.034596,0.034972,0.035259,0.035328,0.0365,0.036033,0.039402,0.039815
2017/7/4,0.031932,0.033307,0.034546,0.034813,0.035132,0.03528,0.03645,0.036009,0.039552,0.039966
2017/7/5,0.03161,0.033219,0.034648,0.034758,0.034921,0.035047,0.036037,0.03576,0.039402,0.039816
2017/7/6,0.031258,0.033156,0.034464,0.034548,0.034667,0.034845,0.035857,0.03566,0.039327,0.039741
2017/7/7,0.031633,0.033416,0.034575,0.034655,0.034757,0.034838,0.03605,0.035897,0.039352,0.039766
2017/7/10,0.031549,0.033262,0.034579,0.034689,0.03485,0.035,0.03615,0.035911,0.039352,0.039766
2017/7/11,0.032009,0.033554,0.034579,0.034677,0.034823,0.035096,0.0361,0.035836,0.039328,0.039741
2017/7/12,0.032382,0.033743,0.03456,0.034749,0.034821,0.035107,0.036,0.035749,0.039341,0.039754
2017/7/13,0.032169,0.0336,0.034525,0.034694,0.034775,0.035082,0.0359,0.035642,0.039303,0.039717
2017/7/14,0.031647,0.033633,0.034506,0.034709,0.03476,0.035107,0.035938,0.035637,0.039201,0.039615
2017/7/17,0.030848,0.033418,0.034383,0.034606,0.034705,0.034961,0.035924,0.035626,0.039254,0.039667
2017/7/18,0.030624,0.033552,0.034378,0.034776,0.035006,0.035177,0.036299,0.035851,0.03934,0.039767
2017/7/19,0.031103,0.034011,0.03442,0.034824,0.034945,0.035102,0.036349,0.035901,0.039241,0.039668
2017/7/20,0.031114,0.03371,0.034071,0.03457,0.034756,0.035003,0.036249,0.03574,0.039266,0.039693
2017/7/21,0.030658,0.033542,0.034047,0.034613,0.03484,0.035041,0.036324,0.035829,0.039611,0.04004
2017/7/24,0.030753,0.033474,0.03406,0.034579,0.034793,0.03503,0.036361,0.035769,0.039822,0.0405
2017/7/25,0.030393,0.033377,0.033923,0.034608,0.034932,0.035154,0.036498,0.03592,0.039973,0.04065
2017/7/26,0.03036,0.033042,0.033998,0.034742,0.035147,0.035406,0.036648,0.03617,0.040223,0.0409
2017/7/27,0.03008,0.033136,0.033889,0.034687,0.035139,0.035405,0.036523,0.036021,0.040161,0.040838
2017/7/28,0.030067,0.033101,0.03383,0.034592,0.03509,0.035408,0.036523,0.036034,0.040174,0.040851
2017/7/31,0.029485,0.032834,0.033974,0.034638,0.035078,0.035628,0.036648,0.03626,0.040324,0.041001
2017/8/1,0.029871,0.03279,0.034127,0.034695,0.034906,0.035799,0.036823,0.036373,0.040412,0.041089
2017/8/2,0.030063,0.032748,0.033963,0.034417,0.034706,0.035703,0.036723,0.036311,0.0404,0.041077
2017/8/3,0.029574,0.032675,0.0338,0.034388,0.034709,0.035666,0.036698,0.036262,0.040375,0.041052
2017/8/4,0.029488,0.032242,0.033303,0.03382,0.034666,0.03563,0.036598,0.036262,0.040375,0.041052
2017/8/7,0.029192,0.032202,0.033563,0.034192,0.034616,0.035997,0.036985,0.036626,0.04065,0.041327
2017/8/8,0.029057,0.032242,0.033614,0.034288,0.034751,0.036149,0.036972,0.036538,0.040625,0.041293
2017/8/9,0.029093,0.032382,0.033621,0.034361,0.034822,0.036355,0.03701,0.0366,0.040602,0.041248
2017/8/10,0.029055,0.032463,0.033448,0.034184,0.0347,0.036232,0.036872,0.036375,0.040602,0.041183
2017/8/11,0.028299,0.032361,0.033413,0.033979,0.034728,0.035849,0.036647,0.036163,0.040505,0.04099
2017/8/14,0.027435,0.032381,0.03326,0.033805,0.034532,0.035715,0.036595,0.035925,0.040517,0.041002
2017/8/15,0.027082,0.032384,0.033403,0.034051,0.034632,0.035725,0.036595,0.035801,0.040443,0.040928
2017/8/16,0.028011,0.032656,0.03335,0.033955,0.034763,0.035866,0.036819,0.035988,0.040518,0.041003
2017/8/17,0.028219,0.032774,0.033333,0.033951,0.034843,0.035903,0.036794,0.035926,0.040768,0.041253
2017/8/18,0.028168,0.032524,0.033373,0.034034,0.03487,0.035929,0.036793,0.035951,0.041031,0.041753
2017/8/21,0.028295,0.032614,0.033364,0.034027,0.034926,0.036011,0.037018,0.036181,0.04126,0.04198
2017/8/22,0.02825,0.032733,0.033352,0.034013,0.035006,0.036035,0.037018,0.036201,0.041283,0.042006
2017/8/23,0.028512,0.032947,0.033355,0.034038,0.035059,0.035903,0.036925,0.036151,0.041258,0.042006
2017/8/24,0.028336,0.033005,0.033468,0.034242,0.035394,0.036084,0.037043,0.036252,0.041358,0.042106
2017/8/25,0.02906,0.03317,0.03361,0.034475,0.035607,0.036107,0.037092,0.036327,0.041458,0.042232
2017/8/28,0.028842,0.033331,0.033605,0.034585,0.035876,0.036463,0.037217,0.036502,0.041609,0.042357
2017/8/29,0.029158,0.033034,0.033609,0.034698,0.035873,0.036222,0.037091,0.036303,0.041484,0.042308
2017/8/30,0.030631,0.033664,0.033957,0.034832,0.035852,0.036227,0.037116,0.036303,0.041459,0.042258
2017/8/31,0.030032,0.033656,0.033883,0.034795,0.035797,0.036124,0.037016,0.036265,0.041415,0.042208
2017/9/1,0.029691,0.033418,0.033909,0.034743,0.03576,0.036181,0.037041,0.036353,0.04146,0.042208
2017/9/4,0.029352,0.033742,0.033958,0.034803,0.035816,0.036235,0.037117,0.036454,0.041561,0.042308
2017/9/5,0.029284,0.033743,0.034214,0.034907,0.035843,0.036403,0.037286,0.036641,0.041661,0.042409
2017/9/6,0.029742,0.033744,0.035062,0.03559,0.035719,0.036314,0.037142,0.036554,0.041599,0.042372
2017/9/7,0.030045,0.033154,0.034837,0.035296,0.03542,0.036056,0.03689,0.036155,0.041331,0.042236
2017/9/8,0.029667,0.033479,0.034625,0.035008,0.03512,0.035811,0.036739,0.036005,0.041256,0.042237
2017/9/11,0.02997,0.033299,0.034771,0.035107,0.035191,0.035918,0.036864,0.036156,0.041357,0.042338
2017/9/12,0.030094,0.033382,0.034832,0.035105,0.035161,0.035895,0.036864,0.036181,0.041382,0.042363
2017/9/13,0.030429,0.033779,0.034912,0.0352,0.035263,0.03622,0.036916,0.036356,0.04148,0.042461
2017/9/14,0.030342,0.033924,0.034803,0.035144,0.035229,0.035968,0.036688,0.035982,0.041244,0.042366
2017/9/15,0.030126,0.033787,0.034759,0.03513,0.035217,0.035995,0.036688,0.035982,0.041419,0.042716
2017/9/18,0.030303,0.033672,0.034695,0.035186,0.035334,0.036289,0.036986,0.03622,0.041473,0.042769
2017/9/19,0.030258,0.033689,0.034759,0.035323,0.035484,0.036145,0.036936,0.036158,0.041448,0.042745
2017/9/20,0.03068,0.033695,0.034661,0.035462,0.035785,0.036235,0.037059,0.036208,0.041448,0.042745
2017/9/21,0.03061,0.033737,0.034715,0.035585,0.035931,0.036399,0.037184,0.036334,0.041473,0.04277
2017/9/22,0.030618,0.0337,0.034674,0.035477,0.035762,0.036155,0.03696,0.036209,0.041223,0.042521
2017/9/25,0.030552,0.033777,0.034686,0.035399,0.035661,0.036008,0.036881,0.035985,0.040937,0.042234
2017/9/26,0.031245,0.033681,0.034477,0.035253,0.035692,0.036166,0.036873,0.036172,0.040925,0.042222
2017/9/27,0.030853,0.033581,0.034566,0.035371,0.035741,0.036216,0.036885,0.036235,0.041019,0.042348
2017/9/28,0.031606,0.033581,0.034579,0.035403,0.035729,0.036049,0.03684,0.036136,0.040944,0.042273
2017/9/29,0.031606,0.033545,0.034585,0.035262,0.035514,0.036044,0.036843,0.036136,0.040944,0.042274
2017/9/30,0.03161,0.033543,0.03466,0.035385,0.035669,0.036166,0.03688,0.036136,0.040944,0.042274
2017/10/9,0.032192,0.033748,0.034826,0.035419,0.035846,0.036376,0.036999,0.036477,0.041098,0.042427
2017/10/10,0.032103,0.033946,0.034914,0.03543,0.035892,0.036413,0.03701,0.03647,0.041144,0.042529
2017/10/11,0.031815,0.033752,0.034788,0.03521,0.035796,0.036462,0.036975,0.03654,0.041144,0.042529
2017/10/12,0.031668,0.0337,0.034891,0.035334,0.035984,0.036769,0.0371,0.036765,0.041319,0.042704
2017/10/13,0.032034,0.033898,0.034881,0.035231,0.035801,0.036782,0.037049,0.03674,0.041294,0.042679
2017/10/16,0.0324,0.033876,0.034966,0.035333,0.035896,0.037268,0.037449,0.037054,0.041525,0.042911
2017/10/17,0.032164,0.033946,0.035037,0.035459,0.036108,0.037647,0.037749,0.037409,0.041695,0.043081
2017/10/18,0.032624,0.034276,0.034962,0.035436,0.036145,0.037588,0.037799,0.037366,0.041695,0.043082
2017/10/19,0.032658,0.034059,0.034937,0.035332,0.035927,0.037334,0.037599,0.037167,0.041525,0.042942
2017/10/20,0.032887,0.034133,0.034836,0.035312,0.036012,0.037245,0.037599,0.037217,0.041503,0.04292
2017/10/23,0.032893,0.034363,0.034856,0.035339,0.036044,0.037254,0.037723,0.037231,0.041517,0.042934
2017/10/24,0.032871,0.034056,0.034844,0.03537,0.036124,0.037107,0.037748,0.03722,0.041601,0.04293
2017/10/25,0.033492,0.034089,0.034969,0.035589,0.036478,0.03766,0.038198,0.037768,0.041704,0.043033
2017/10/26,0.033578,0.034236,0.035127,0.035677,0.036463,0.037661,0.038096,0.037769,0.041772,0.043101
2017/10/27,0.03432,0.034333,0.035194,0.035759,0.036583,0.038211,0.038548,0.038266,0.041795,0.043124
2017/10/30,0.034602,0.03499,0.035532,0.036207,0.037308,0.039117,0.039498,0.039115,0.042274,0.043602
2017/10/31,0.034831,0.03499,0.035683,0.036266,0.03721,0.038826,0.039397,0.038917,0.042274,0.043603
2017/11/1,0.03503,0.035121,0.035791,0.036371,0.036808,0.038529,0.039047,0.03863,0.041974,0.043303
2017/11/2,0.035074,0.035109,0.035791,0.036506,0.036911,0.038772,0.039147,0.038718,0.042074,0.043301
2017/11/3,0.034992,0.035017,0.03576,0.03645,0.036812,0.03887,0.039196,0.038816,0.042173,0.043354
2017/11/6,0.034917,0.034992,0.035977,0.03659,0.036758,0.038871,0.039083,0.038694,0.042173,0.043304
2017/11/7,0.034788,0.035039,0.035994,0.036639,0.03681,0.039203,0.039247,0.038813,0.042294,0.043404
2017/11/8,0.035399,0.035034,0.035927,0.036734,0.037018,0.03888,0.039222,0.038725,0.042367,0.04348
2017/11/9,0.035553,0.034849,0.035787,0.036385,0.037024,0.038926,0.039347,0.038862,0.042292,0.043405
2017/11/10,0.035691,0.035939,0.035922,0.036579,0.037212,0.03905,0.039594,0.039,0.042342,0.043453
2017/11/13,0.035708,0.035939,0.035922,0.036519,0.037488,0.039361,0.039996,0.0395,0.042543,0.043654
2017/11/14,0.035754,0.035939,0.035955,0.036667,0.037745,0.039278,0.040096,0.039525,0.042643,0.043754
2017/11/15,0.036412,0.036566,0.036154,0.036643,0.037435,0.038955,0.039896,0.0395,0.042623,0.043734
2017/11/16,0.036317,0.036502,0.036154,0.036605,0.037333,0.038651,0.039596,0.039225,0.042471,0.043582
2017/11/17,0.036981,0.036752,0.036154,0.03665,0.037449,0.038647,0.039545,0.0392,0.042294,0.043405
2017/11/20,0.036797,0.036686,0.036101,0.036677,0.037547,0.038806,0.039746,0.0394,0.042308,0.043207
2017/11/21,0.036746,0.036825,0.036203,0.036787,0.037699,0.038879,0.039846,0.0395,0.042358,0.043257
2017/11/22,0.036903,0.03699,0.036403,0.03696,0.037852,0.039163,0.040295,0.03985,0.042596,0.043381
2017/11/23,0.037009,0.037124,0.036498,0.036988,0.037804,0.039164,0.039899,0.039851,0.042646,0.043481
2017/11/24,0.037776,0.037217,0.036688,0.03713,0.037686,0.038857,0.039695,0.039463,0.04239,0.043358
2017/11/27,0.038543,0.037701,0.036905,0.037271,0.037787,0.038859,0.039747,0.039501,0.042384,0.043309
2017/11/28,0.038999,0.037833,0.037,0.03734,0.037836,0.038909,0.039699,0.039601,0.042484,0.043409
2017/11/29,0.038998,0.037833,0.036801,0.037184,0.037741,0.038705,0.039396,0.039101,0.042209,0.043359
2017/11/30,0.038997,0.03768,0.036404,0.036959,0.037759,0.038444,0.039196,0.038901,0.0421,0.043341
2017/12/1,0.039268,0.037599,0.036343,0.036978,0.037658,0.038136,0.039145,0.038852,0.0421,0.043341
