日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM市值加权,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2025/1/10,3732.48,5356.81,5.48135E+13,4.0768E+13,1.86449E+13,12.2559,0.4433,14.0802,12.4769,11.632
2025/1/9,3779.88,5423.17,5.5488E+13,4.12463E+13,1.88828E+13,12.4067,0.4846,14.0802,12.4776,11.632
2025/1/8,3789.22,5436.57,5.58469E+13,4.14717E+13,1.89296E+13,12.487,0.5023,14.0802,12.4786,11.632
2025/1/7,3796.11,5444.91,5.57914E+13,4.14957E+13,1.89593E+13,12.4746,0.4986,14.0802,12.4786,11.632
2025/1/6,3768.97,5404.64,5.54857E+13,4.13013E+13,1.88299E+13,12.4062,0.4833,14.0802,12.4795,11.632
2025/1/3,3775.16,5413.52,5.56111E+13,4.13263E+13,1.88585E+13,12.4343,0.4881,14.0802,12.4803,11.632
2025/1/2,3820.4,5478.38,5.61852E+13,4.17511E+13,1.908E+13,12.5626,0.513,14.0802,12.4811,11.632
2024/12/31,3934.91,5642.6,5.78329E+13,4.29745E+13,1.96482E+13,12.931,0.5897,14.0802,12.4803,11.632
2024/12/30,3999.05,5734.58,5.85229E+13,4.35559E+13,1.99662E+13,13.0853,0.6267,14.0802,12.4803,11.632
2024/12/27,3981.03,5708.06,5.81637E+13,4.33301E+13,1.98779E+13,13.005,0.61,14.0802,12.4811,11.632
2024/12/26,3987.48,5717.07,5.82282E+13,4.33742E+13,1.99108E+13,13.0194,0.6123,14.0802,12.4803,11.632
2024/12/25,3985.63,5714.38,5.83599E+13,4.34273E+13,1.99009E+13,13.0489,0.6193,14.0802,12.4802,11.632
2024/12/24,3983.69,5711.53,5.81015E+13,4.32866E+13,1.98901E+13,12.9911,0.6041,14.0802,12.4788,11.632
2024/12/23,3933.57,5639.68,5.73453E+13,4.27275E+13,1.96366E+13,12.822,0.5695,14.0802,12.4783,11.632
2024/12/20,3927.74,5631.33,5.69335E+13,4.25108E+13,1.95998E+13,12.7299,0.55,14.0802,12.4764,11.632
2024/12/19,3945.46,5651.96,5.71904E+13,4.27255E+13,1.96875E+13,12.7874,0.563,14.0802,12.476,11.632
2024/12/18,3941.89,5646.84,5.7313E+13,4.28218E+13,1.96745E+13,12.8148,0.5667,14.0802,12.4738,11.632
2024/12/17,3922.03,5618.21,5.69806E+13,4.26108E+13,1.95778E+13,12.7405,0.5535,14.0802,12.4729,11.632
2024/12/16,3911.84,5603.61,5.62354E+13,4.20173E+13,1.92117E+13,12.663,0.5387,14.0802,12.4705,11.632
2024/12/13,3933.18,5634.17,5.61998E+13,4.20944E+13,1.93236E+13,12.655,0.5385,14.0802,12.4687,11.6318
2024/12/12,4028.5,5770.54,5.73372E+13,4.30312E+13,1.9793E+13,12.9111,0.5848,14.0802,12.4684,11.6318
2024/12/11,3988.83,5713.66,5.67605E+13,4.26034E+13,1.95991E+13,12.7813,0.5621,14.0802,12.4681,11.6301
2024/12/10,3995.64,5723.11,5.69545E+13,4.27134E+13,1.96363E+13,12.8249,0.5716,14.0802,12.466,11.6293
2024/12/9,3966.57,5681.43,5.6591E+13,4.24297E+13,1.94905E+13,12.7431,0.556,14.0802,12.4651,11.6287
2024/12/6,3973.14,5690.84,5.65683E+13,4.2403E+13,1.95212E+13,12.738,0.5549,14.0802,12.4571,11.6279
2024/12/5,3921.59,5617,5.59483E+13,4.19077E+13,1.92648E+13,12.5984,0.5267,14.0802,12.4553,11.6279
2024/12/4,3930.56,5629.85,5.61216E+13,4.2024E+13,1.93083E+13,12.6374,0.5379,14.0802,12.4497,11.6278
2024/12/3,3951.89,5660.4,5.61412E+13,4.21177E+13,1.94103E+13,12.6418,0.5391,14.0802,12.4496,11.6278
2024/12/2,3947.63,5654.3,5.58473E+13,4.19519E+13,1.9386E+13,12.5756,0.523,14.0802,12.4493,11.6274
2024/11/29,3916.58,5609.78,5.55106E+13,4.15785E+13,1.92312E+13,12.4998,0.5117,14.0802,12.4484,11.6248
2024/11/28,3872.55,5546.4,5.50962E+13,4.12296E+13,1.90169E+13,12.4065,0.4914,14.0802,12.4481,11.6248
2024/11/27,3907.04,5594.88,5.55064E+13,4.15533E+13,1.91859E+13,12.4989,0.5111,14.0802,12.4481,11.6229
2024/11/26,3840.18,5499.13,5.46894E+13,4.09267E+13,1.88613E+13,12.3149,0.4679,14.0802,12.4473,11.6224
2024/11/25,3848.09,5510.46,5.46326E+13,4.09244E+13,1.88969E+13,12.3021,0.4658,14.0802,12.4473,11.6223
2024/11/22,3865.7,5535.29,5.47842E+13,4.10725E+13,1.89871E+13,12.3362,0.4755,14.0802,12.4469,11.6214
2024/11/21,3989.3,5712.27,5.63038E+13,4.22837E+13,1.95912E+13,12.6784,0.544,14.0802,12.4473,11.6214
2024/11/20,3985.77,5707.04,5.62912E+13,4.22582E+13,1.95802E+13,12.6756,0.5432,14.0802,12.4465,11.6212
2024/11/19,3976.89,5694.32,5.61955E+13,4.21745E+13,1.95419E+13,12.654,0.5412,14.0802,12.4453,11.6192
2024/11/18,3950.38,5656.36,5.60602E+13,4.20502E+13,1.94076E+13,12.6236,0.5342,14.0802,12.4441,11.6182
2024/11/15,3968.83,5682.56,5.60094E+13,4.19938E+13,1.94991E+13,12.6121,0.5327,14.0802,12.4414,11.6167
2024/11/14,4039.62,5783.79,5.66924E+13,4.25727E+13,1.98506E+13,12.7659,0.5593,14.0802,12.441,11.6167
2024/11/13,4110.89,5885.83,5.74044E+13,4.31468E+13,2.0196E+13,12.9262,0.5905,14.0802,12.441,11.6159
2024/11/12,4085.74,5848.96,5.69586E+13,4.28608E+13,2.0077E+13,12.8259,0.5733,14.0802,12.4365,11.6158
2024/11/11,4131.13,5913.93,5.76362E+13,4.33542E+13,2.03016E+13,12.9784,0.6016,14.0802,12.4347,11.6149
2024/11/8,4104.05,5875.05,5.76228E+13,4.32889E+13,2.01685E+13,12.9754,0.6018,14.0802,12.4274,11.6142
2024/11/7,4145.7,5934.58,5.81879E+13,4.36958E+13,2.03678E+13,13.1038,0.6329,14.0802,12.4251,11.6142
2024/11/6,4024.28,5759.55,5.66276E+13,4.24832E+13,1.97723E+13,12.7524,0.5593,14.0802,12.4234,11.613
2024/11/5,4044.57,5788.22,5.69563E+13,4.26949E+13,1.98756E+13,12.8264,0.5749,14.0802,12.4205,11.6116
2024/11/4,3944.76,5645.38,5.57857E+13,4.17856E+13,1.93908E+13,12.5628,0.5267,14.0802,12.4171,11.6101
2024/11/1,3890.02,5567.04,5.52585E+13,4.1347E+13,1.91197E+13,12.4441,0.5047,14.0802,12.4133,11.6072
2024/10/31,3891.04,5567.99,5.50247E+13,4.12E+13,1.91219E+13,12.3915,0.4951,14.0802,12.4133,11.6072
2024/10/30,3889.45,5565.4,5.50722E+13,4.12461E+13,1.90931E+13,12.6312,0.5407,14.0802,12.4133,11.6059
2024/10/29,3924.65,5615.28,5.56584E+13,4.16532E+13,1.92417E+13,12.8033,0.5691,14.0802,12.4113,11.6046
2024/10/28,3964.16,5671.81,5.61515E+13,4.20564E+13,1.94259E+13,12.8743,0.5823,14.0802,12.4077,11.6036
2024/10/25,3956.42,5660.74,5.61656E+13,4.20133E+13,1.9392E+13,12.8601,0.58,14.0802,12.4072,11.6013
2024/10/24,3928.83,5620.82,5.60293E+13,4.18673E+13,1.92607E+13,12.8215,0.5733,14.0802,12.4067,11.6013
2024/10/23,3973.21,5683.99,5.65306E+13,4.22615E+13,1.94721E+13,12.9432,0.5942,14.0802,12.4049,11.6011
2024/10/22,3957.78,5661.61,5.63344E+13,4.20953E+13,1.9392E+13,12.9174,0.5885,14.0802,12.4029,11.5988
2024/10/21,3935.2,5629.22,5.61423E+13,4.18679E+13,1.92795E+13,12.9582,0.5967,14.0802,12.4012,11.5979
2024/10/18,3925.23,5614.78,5.62034E+13,4.19019E+13,1.92319E+13,12.9934,0.6076,14.0802,12.3984,11.5958
2024/10/17,3788.22,5414.94,5.467E+13,4.07038E+13,1.85684E+13,12.6411,0.5469,14.0802,12.3963,11.5958
2024/10/16,3831.59,5476.93,5.52703E+13,4.1179E+13,1.8786E+13,12.7799,0.5679,14.0802,12.3947,11.5955
2024/10/15,3855.99,5511.74,5.53985E+13,4.13335E+13,1.88967E+13,12.8109,0.5728,14.0802,12.3925,11.5935
2024/10/14,3961.34,5662.29,5.7E+13,4.24876E+13,1.94127E+13,13.1841,0.6551,14.0802,12.3863,11.5918
2024/10/11,3887.17,5556.27,5.58658E+13,4.16965E+13,1.90492E+13,12.9208,0.5928,14.0802,12.3794,11.5886
2024/10/10,3997.79,5714.22,5.70727E+13,4.2686E+13,1.95843E+13,13.1999,0.6576,14.0802,12.3786,11.5886
2024/10/9,3955.98,5652.7,5.60809E+13,4.1969E+13,1.93798E+13,12.9705,0.6012,14.0802,12.3779,11.5879
2024/10/8,4256.1,6081.45,5.99613E+13,4.50845E+13,2.0853E+13,13.868,0.7728,14.0802,12.3734,11.5866
2024/9/30,4017.85,5741.03,5.73266E+13,4.30701E+13,1.96784E+13,13.2586,0.6708,14.0802,12.3721,11.5844
2024/9/27,3703.68,5291.92,5.32901E+13,3.99573E+13,1.81446E+13,12.3251,0.4858,14.0802,12.3717,11.5829
2024/9/26,3545.32,5065.65,5.19327E+13,3.87224E+13,1.73796E+13,12.0111,0.3765,14.0802,12.3718,11.5829
2024/9/25,3401.53,4859.48,5.02273E+13,3.73314E+13,1.66782E+13,11.6167,0.2132,14.0802,12.3718,11.5823
2024/9/24,3351.91,4788.31,4.9601E+13,3.68321E+13,1.64309E+13,11.4719,0.1733,14.0802,12.3718,11.5803
2024/9/23,3212.76,4589.5,4.75772E+13,3.5298E+13,1.57493E+13,11.0038,0.0934,14.0802,12.3718,11.5803
2024/9/20,3201.05,4572.77,4.7304E+13,3.50842E+13,1.56881E+13,10.9406,0.0839,14.0802,12.3717,11.58
2024/9/19,3196.04,4565.32,4.71425E+13,3.49983E+13,1.56641E+13,10.9032,0.079,14.0802,12.3718,11.5803
2024/9/18,3171.01,4528.87,4.6998E+13,3.48704E+13,1.55435E+13,10.8718,0.0757,14.0802,12.3718,11.5803
2024/9/13,3159.25,4512.07,4.66092E+13,3.46271E+13,1.5483E+13,10.7799,0.067,14.0787,12.3713,11.5782
2024/9/12,3172.47,4530.36,4.6683E+13,3.47544E+13,1.55439E+13,10.797,0.0678,14.0802,12.3717,11.5782
2024/9/11,3186.13,4549.86,4.67942E+13,3.48421E+13,1.56067E+13,10.8227,0.072,14.0802,12.3717,11.5782
2024/9/10,3195.76,4562.68,4.72622E+13,3.51142E+13,1.56577E+13,10.9309,0.0839,14.0802,12.3717,11.5782
2024/9/9,3192.95,4558.67,4.70514E+13,3.50145E+13,1.56418E+13,10.8822,0.0781,14.0802,12.3717,11.5782
2024/9/6,3231.35,4612.77,4.76451E+13,3.54412E+13,1.58341E+13,11.0195,0.0991,14.0802,12.3717,11.5782
2024/9/5,3257.76,4650.47,4.79225E+13,3.56872E+13,1.59602E+13,11.0836,0.1065,14.0802,12.3717,11.58
2024/9/4,3252.16,4642.16,4.79912E+13,3.57013E+13,1.59308E+13,11.0998,0.1082,14.0802,12.3717,11.58
2024/9/3,3273.43,4672.42,4.84169E+13,3.59894E+13,1.60341E+13,11.1982,0.1246,14.0802,12.3717,11.58
2024/9/2,3265.01,4660.41,4.8678E+13,3.61445E+13,1.59977E+13,11.2586,0.1333,14.0802,12.3717,11.58
2024/8/30,3321.43,4740.34,4.92042E+13,3.65307E+13,1.62633E+13,11.2589,0.134,14.0802,12.3717,11.5782
2024/8/29,3277.68,4677.9,4.89922E+13,3.6264E+13,1.60578E+13,11.2669,0.1366,14.0802,12.3717,11.58
2024/8/28,3286.5,4690.48,4.95772E+13,3.66044E+13,1.61166E+13,11.4268,0.1641,14.0802,12.3717,11.58
2024/8/27,3305.33,4714.45,4.98825E+13,3.68505E+13,1.61915E+13,11.4943,0.1781,14.0802,12.3717,11.58
2024/8/26,3324.22,4741.39,4.97993E+13,3.68783E+13,1.62814E+13,11.4877,0.1761,14.0802,12.3717,11.58
2024/8/23,3327.19,4744.35,4.97866E+13,3.69077E+13,1.62799E+13,11.5038,0.1813,14.0802,12.3717,11.5782
2024/8/22,3313.14,4723.12,4.96043E+13,3.67685E+13,1.62071E+13,11.48,0.1752,14.0802,12.3717,11.58
2024/8/21,3321.64,4735.15,4.95479E+13,3.67522E+13,1.6248E+13,11.4688,0.1752,14.0802,12.3717,11.58
2024/8/20,3332.7,4750.72,4.97157E+13,3.6866E+13,1.6302E+13,11.512,0.1826,14.0802,12.3717,11.58
2024/8/19,3356.97,4784.88,4.9984E+13,3.70964E+13,1.6413E+13,11.5829,0.2012,14.0802,12.3717,11.58
2024/8/16,3345.63,4768.66,4.96631E+13,3.68779E+13,1.63595E+13,11.5112,0.1834,14.0802,12.3717,11.577
2024/8/15,3341.95,4761.49,4.94411E+13,3.67534E+13,1.63415E+13,11.4608,0.1756,14.0802,12.3717,11.5782
2024/8/14,3309.24,4714.14,4.89436E+13,3.63992E+13,1.61811E+13,11.3471,0.1534,14.0802,12.3717,11.5782
2024/8/13,3334.39,4748.97,4.91359E+13,3.66002E+13,1.6301E+13,11.3922,0.1641,14.0802,12.3717,11.5782
2024/8/12,3325.86,4736.8,4.89586E+13,3.6496E+13,1.62589E+13,11.352,0.1551,14.0802,12.3717,11.5782
2024/8/9,3331.63,4745,4.90075E+13,3.65192E+13,1.62873E+13,11.3621,0.1583,14.0802,12.3717,11.577
2024/8/8,3342.94,4759.69,4.9043E+13,3.65612E+13,1.63404E+13,11.3837,0.1629,14.0802,12.3717,11.5782
2024/8/7,3341.49,4757.02,4.90322E+13,3.65333E+13,1.6333E+13,11.3814,0.1629,14.0802,12.3717,11.5782
2024/8/6,3342.98,4759.14,4.89789E+13,3.64979E+13,1.63392E+13,11.3695,0.1604,14.0802,12.3717,11.5782
2024/8/5,3343.32,4759.52,4.91233E+13,3.65678E+13,1.63434E+13,11.403,0.1658,14.0802,12.3717,11.5782
2024/8/2,3384.39,4817.96,4.97544E+13,3.70237E+13,1.65446E+13,11.5624,0.197,14.0802,12.3717,11.577
2024/8/1,3419.27,4867.61,5.01659E+13,3.7356E+13,1.67151E+13,11.658,0.2287,14.0802,12.3717,11.5782
2024/7/31,3442.08,4899.82,5.03043E+13,3.75102E+13,1.68229E+13,11.6919,0.2456,14.0802,12.3717,11.577
2024/7/30,3369.38,4796.31,4.96648E+13,3.69219E+13,1.64699E+13,11.54,0.1917,14.0802,12.3717,11.5758
2024/7/29,3390.74,4825.6,5.00457E+13,3.72263E+13,1.65762E+13,11.6278,0.2197,14.0802,12.3717,11.5758
2024/7/26,3409.29,4851.22,5.00292E+13,3.72744E+13,1.66618E+13,11.6279,0.2204,14.0802,12.3717,11.5716
2024/7/25,3399.27,4831.03,5.02318E+13,3.73009E+13,1.66151E+13,11.675,0.2386,14.0802,12.3717,11.5716
2024/7/24,3418.17,4857.52,5.06251E+13,3.7568E+13,1.67089E+13,11.7664,0.269,14.0802,12.3717,11.568
2024/7/23,3439.88,4886.88,5.07387E+13,3.76906E+13,1.68177E+13,11.7928,0.2814,14.0802,12.3717,11.565
2024/7/22,3514.92,4992.51,5.14129E+13,3.8292E+13,1.71749E+13,11.9495,0.3492,14.0802,12.3717,11.5628
2024/7/19,3539.02,5026.61,5.1938E+13,3.86358E+13,1.72952E+13,12.0715,0.3972,14.0802,12.3717,11.5532
2024/7/18,3520.93,4997.1,5.18517E+13,3.85463E+13,1.72129E+13,12.0515,0.3887,14.0802,12.3717,11.5532
2024/7/17,3501.58,4968.26,5.14898E+13,3.83413E+13,1.71195E+13,11.9671,0.3599,14.0802,12.3717,11.5528
2024/7/16,3498.28,4961.97,5.16948E+13,3.84004E+13,1.71034E+13,12.0147,0.3789,14.0802,12.3717,11.5527
2024/7/15,3476.25,4925.23,5.1563E+13,3.82883E+13,1.7002E+13,11.9841,0.3645,14.0802,12.3717,11.5508
2024/7/12,3472.4,4918.72,5.12352E+13,3.81092E+13,1.69829E+13,11.9079,0.3322,14.0802,12.3717,11.5477
2024/7/11,3468.17,4905.59,5.12192E+13,3.80414E+13,1.69594E+13,11.9042,0.3311,14.0802,12.3717,11.5477
2024/7/10,3428.97,4840.25,5.09144E+13,3.77388E+13,1.67794E+13,11.8334,0.3015,14.0802,12.3717,11.5475
2024/7/9,3439.81,4850.1,5.11804E+13,3.79105E+13,1.68272E+13,11.8952,0.3287,14.0802,12.3717,11.5463
2024/7/8,3401.76,4791.55,5.07136E+13,3.75148E+13,1.66445E+13,11.7867,0.2826,14.0802,12.3717,11.5451
2024/7/5,3431.06,4829.91,5.08678E+13,3.77157E+13,1.6782E+13,11.8225,0.2973,14.0802,12.3717,11.5431
2024/7/4,3445.81,4849.4,5.12842E+13,3.79844E+13,1.68591E+13,11.9193,0.3385,14.0802,12.3717,11.5431
2024/7/3,3463.41,4873.71,5.13984E+13,3.80883E+13,1.69423E+13,11.9458,0.3509,14.0802,12.3717,11.543
2024/7/2,3471.79,4884.82,5.15838E+13,3.82367E+13,1.69874E+13,11.9889,0.3682,14.0802,12.3717,11.5414
2024/7/1,3478.18,4893.82,5.13709E+13,3.81555E+13,1.70144E+13,11.9395,0.3476,14.0802,12.3717,11.5399
2024/6/28,3461.66,4870.47,5.09574E+13,3.7883E+13,1.6932E+13,11.8433,0.3096,14.0802,12.3717,11.538
2024/6/27,3454.12,4856.09,5.05945E+13,3.7672E+13,1.68938E+13,11.759,0.2752,14.0802,12.3717,11.538
2024/6/26,3480.26,4889.74,5.0748E+13,3.78714E+13,1.7018E+13,11.7947,0.29,14.0802,12.3717,11.5349
2024/6/25,3457.9,4855.18,5.05674E+13,3.77249E+13,1.69128E+13,11.7527,0.2703,14.0802,12.3717,11.5343
2024/6/24,3476.81,4881.73,5.07354E+13,3.7867E+13,1.70037E+13,11.7917,0.2879,14.0802,12.3717,11.5334
2024/6/21,3495.62,4907.3,5.08849E+13,3.79932E+13,1.70923E+13,11.8265,0.3014,14.0802,12.3717,11.5308
2024/6/20,3503.28,4916.88,5.10087E+13,3.81234E+13,1.71306E+13,11.8553,0.3155,14.0802,12.3717,11.5308
2024/6/19,3528.75,4951.52,5.11199E+13,3.82515E+13,1.72539E+13,11.8811,0.3262,14.0802,12.3717,11.5222
2024/6/18,3545.59,4967.52,5.11256E+13,3.83526E+13,1.73313E+13,11.8824,0.3266,14.0802,12.3717,11.5208
2024/6/17,3536.2,4954.18,5.09433E+13,3.82328E+13,1.72852E+13,11.8401,0.3097,14.0802,12.3717,11.5208
2024/6/14,3541.53,4961.28,5.08414E+13,3.81537E+13,1.72206E+13,11.9443,0.3503,14.0802,12.3717,11.5189
2024/6/13,3526.13,4932.59,5.07146E+13,3.80091E+13,1.71443E+13,11.9145,0.3377,14.0802,12.3717,11.5189
2024/6/12,3544.12,4955.19,5.08415E+13,3.81312E+13,1.72276E+13,11.9443,0.3505,14.0802,12.3717,11.5186
2024/6/11,3542.88,4952.94,5.07482E+13,3.80885E+13,1.72195E+13,11.9223,0.3422,14.0802,12.3717,11.5178
2024/6/7,3574.11,4995.57,5.12547E+13,3.84369E+13,1.73688E+13,12.0414,0.3859,14.0787,12.3713,11.5157
2024/6/6,3592.25,5017.83,5.13702E+13,3.8615E+13,1.74573E+13,12.0685,0.3956,14.0802,12.3717,11.5091
2024/6/5,3594.79,5020.11,5.1321E+13,3.85645E+13,1.74683E+13,12.0569,0.391,14.0802,12.3717,11.5077
2024/6/4,3615.67,5047.05,5.15856E+13,3.87527E+13,1.75676E+13,12.1191,0.4178,14.0802,12.3717,11.5035
2024/6/3,3588.75,5008.93,5.13532E+13,3.8554E+13,1.74357E+13,12.0645,0.3951,14.0802,12.3717,11.5016
2024/5/31,3579.92,4996.33,5.11521E+13,3.84242E+13,1.73897E+13,12.0172,0.3824,14.0802,12.3717,11.5005
2024/5/30,3594.31,5016.31,5.13239E+13,3.85809E+13,1.74588E+13,12.0576,0.392,14.0802,12.3717,11.5005
2024/5/29,3613.52,5042.26,5.16476E+13,3.88447E+13,1.75505E+13,12.1337,0.4229,14.0802,12.3717,11.4977
2024/5/28,3609.17,5035.45,5.15676E+13,3.88196E+13,1.75302E+13,12.1149,0.4159,14.0802,12.3717,11.4974
2024/5/27,3635.71,5072.07,5.17832E+13,3.90038E+13,1.76574E+13,12.1655,0.4332,14.0802,12.3717,11.4961
2024/5/24,3601.48,5023.9,5.11945E+13,3.85416E+13,1.74922E+13,12.0272,0.3865,14.0802,12.3717,11.4936
2024/5/23,3641.79,5079.36,5.1659E+13,3.89264E+13,1.7688E+13,12.1363,0.4245,14.0802,12.3717,11.4936
2024/5/22,3684.45,5138.8,5.21742E+13,3.93192E+13,1.78938E+13,12.2574,0.4681,14.0802,12.3717,11.4918
2024/5/21,3676.16,5126.58,5.21275E+13,3.92796E+13,1.78543E+13,12.2464,0.4636,14.0802,12.3717,11.4899
2024/5/20,3690.96,5145.8,5.22601E+13,3.93883E+13,1.79268E+13,12.2775,0.4731,14.0802,12.3717,11.4899
2024/5/17,3677.97,5127.69,5.19949E+13,3.91951E+13,1.78645E+13,12.2153,0.4539,14.0802,12.3717,11.4824
2024/5/16,3640.36,5074.68,5.15575E+13,3.88134E+13,1.76844E+13,12.1125,0.4175,14.0802,12.3717,11.4824
2024/5/15,3626.06,5054.72,5.13894E+13,3.86758E+13,1.76114E+13,12.073,0.4019,14.0802,12.3717,11.4806
2024/5/14,3657.05,5093.77,5.17773E+13,3.89597E+13,1.77645E+13,12.1641,0.434,14.0802,12.3717,11.4669
2024/5/13,3664.69,5103.84,5.19315E+13,3.90583E+13,1.78028E+13,12.2004,0.4471,14.0802,12.3717,11.4649
2024/5/10,3666.28,5106.04,5.19635E+13,3.90713E+13,1.7808E+13,12.2079,0.4511,14.0802,12.3717,11.4589
2024/5/9,3664.56,5102.99,5.18682E+13,3.90276E+13,1.77976E+13,12.1824,0.441,14.0802,12.3717,11.4589
2024/5/8,3630.22,5055.17,5.16104E+13,3.87908E+13,1.76291E+13,12.1218,0.4233,14.0802,12.3717,11.4587
2024/5/7,3659.01,5095.24,5.18686E+13,3.90097E+13,1.7772E+13,12.1825,0.4414,14.0802,12.3717,11.4579
2024/5/6,3657.88,5093.66,5.1763E+13,3.89418E+13,1.77655E+13,12.1577,0.4336,14.0802,12.3717,11.4558
2024/4/30,3604.39,5019.19,5.13841E+13,3.85407E+13,1.75086E+13,12.0687,0.4034,14.0802,12.3717,11.4539
2024/4/29,3623.91,5042.74,5.14874E+13,3.86207E+13,1.75626E+13,11.9532,0.366,14.0802,12.3717,11.4535
2024/4/26,3584.27,4987.35,5.12888E+13,3.8381E+13,1.73232E+13,11.8357,0.321,14.0787,12.3713,11.4527
2024/4/25,3530.28,4912.03,5.0767E+13,3.78878E+13,1.70546E+13,11.7056,0.2747,14.0802,12.3717,11.4526
2024/4/24,3521.62,4899.98,5.06181E+13,3.77447E+13,1.7008E+13,11.6749,0.264,14.0802,12.3717,11.4517
2024/4/23,3506.22,4878.56,5.04268E+13,3.7566E+13,1.69323E+13,11.6389,0.2508,14.0802,12.3717,11.4516
2024/4/22,3530.9,4912.53,5.08088E+13,3.78232E+13,1.70332E+13,11.7102,0.2755,14.0802,12.3717,11.4501
2024/4/19,3541.66,4926.66,5.11854E+13,3.80459E+13,1.70903E+13,11.8124,0.3103,14.0787,12.3713,11.4496
2024/4/18,3569.8,4965.6,5.12981E+13,3.82167E+13,1.72257E+13,11.8264,0.3162,14.0802,12.3717,11.4493
2024/4/17,3565.4,4959.09,5.1289E+13,3.8181E+13,1.71993E+13,11.8272,0.3166,14.0802,12.3717,11.4471
2024/4/16,3511.11,4883.58,5.06113E+13,3.76671E+13,1.69363E+13,11.6715,0.2648,14.0802,12.3717,11.4333
2024/4/15,3549.08,4936.38,5.09026E+13,3.79309E+13,1.71182E+13,11.7585,0.2928,14.0802,12.3717,11.4296
2024/4/12,3475.84,4834.52,4.97299E+13,3.70726E+13,1.67659E+13,11.4858,0.2096,14.0787,12.3713,11.4281
2024/4/11,3504.24,4874.02,5.00766E+13,3.73063E+13,1.68946E+13,11.568,0.2286,14.0802,12.3717,11.4261
2024/4/10,3504.71,4874.67,5.01305E+13,3.73069E+13,1.68998E+13,11.5803,0.2315,14.0802,12.3717,11.4189
2024/4/9,3533.49,4914.7,5.03491E+13,3.7505E+13,1.70395E+13,11.6443,0.2541,14.0802,12.3717,11.4163
2024/4/8,3536.41,4918.76,5.05413E+13,3.76193E+13,1.70512E+13,11.679,0.2681,14.0802,12.3717,11.4118
2024/4/3,3567.8,4962.43,5.07358E+13,3.78307E+13,1.71992E+13,11.724,0.282,14.0787,12.3713,11.4052
2024/4/2,3580.68,4980.33,5.08256E+13,3.79051E+13,1.72647E+13,11.7544,0.2898,14.0787,12.3713,11.3973
2024/4/1,3595.65,5001.15,5.08408E+13,3.79382E+13,1.73399E+13,11.7551,0.2902,14.0787,12.3713,11.3927
2024/3/29,3537.48,4920.26,5.02644E+13,3.747E+13,1.70593E+13,11.6248,0.2506,14.0787,12.371,11.391
2024/3/28,3520.96,4897.15,4.98644E+13,3.71794E+13,1.6998E+13,11.4806,0.2125,14.0787,12.3713,11.391
2024/3/27,3502.79,4871.87,4.97695E+13,3.70876E+13,1.69123E+13,11.4589,0.2113,14.0787,12.3713,11.3895
2024/3/26,3543.75,4928.84,5.01357E+13,3.7422E+13,1.71036E+13,11.5477,0.2285,14.0787,12.3713,11.3842
2024/3/25,3525.76,4903.82,4.98886E+13,3.72335E+13,1.70168E+13,11.4977,0.2166,14.0787,12.3713,11.3802
2024/3/22,3545,4930.58,5.00109E+13,3.73238E+13,1.71087E+13,11.543,0.2268,14.0787,12.371,11.3757
2024/3/21,3581.09,4980.78,5.03896E+13,3.76474E+13,1.7286E+13,11.5898,0.2372,14.0787,12.3713,11.3757
2024/3/20,3585.38,4986.75,5.04431E+13,3.7666E+13,1.73033E+13,11.6101,0.2437,14.0787,12.3713,11.3754
2024/3/19,3577.63,4975.96,5.02242E+13,3.74958E+13,1.72546E+13,11.5528,0.231,14.0787,12.3713,11.3745
2024/3/18,3603.53,5011.98,5.05186E+13,3.77206E+13,1.73819E+13,11.6287,0.252,14.0787,12.3713,11.3743
2024/3/15,3569.99,4965.34,5.01046E+13,3.74178E+13,1.72174E+13,11.5343,0.2264,14.0787,12.371,11.3645
2024/3/14,3562.22,4954.53,5.006E+13,3.73358E+13,1.71837E+13,11.5189,0.2235,14.0787,12.371,11.3642
2024/3/13,3572.36,4968.64,5.00766E+13,3.73973E+13,1.72385E+13,11.5208,0.2247,14.0787,12.371,11.3565
2024/3/12,3597.49,5003.59,5.03952E+13,3.76534E+13,1.73615E+13,11.5935,0.2391,14.0787,12.371,11.3557
2024/3/11,3589.26,4992.14,5.07611E+13,3.77553E+13,1.73241E+13,11.6777,0.2695,14.0787,12.371,11.3555
2024/3/8,3544.91,4930.45,5.05137E+13,3.74609E+13,1.7111E+13,11.6214,0.2498,14.0787,12.371,11.3552
2024/3/7,3529.72,4909.33,5.01588E+13,3.73073E+13,1.7035E+13,11.5398,0.2288,14.0787,12.371,11.3539
2024/3/6,3551.05,4938.99,5.02589E+13,3.74234E+13,1.71411E+13,11.5628,0.2342,14.0787,12.371,11.3529
2024/3/5,3565.51,4959.11,5.05176E+13,3.76477E+13,1.72128E+13,11.6223,0.2506,14.0787,12.371,11.3491
2024/3/4,3540.87,4924.83,5.00671E+13,3.73168E+13,1.70928E+13,11.5186,0.2264,14.0787,12.371,11.3479
2024/3/1,3537.8,4920.57,4.9842E+13,3.72066E+13,1.70768E+13,11.4669,0.2198,14.0787,12.371,11.3449
