日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),股息率市值加权
2025-01-10,3732.48,5356.81,54813466572988.75,40767997365584,18644888459244.78,0.0378
2025-01-09,3779.88,5423.17,55487985614604.83,41246294148155,18882758586352.914,0.0373
2025-01-08,3789.22,5436.57,55846902234216.16,41471726113518,18929618234043.348,0.0371
2025-01-07,3796.11,5444.91,55791403262881.24,41495651460727,18959267999049.33,0.0371
2025-01-06,3768.97,5404.64,55485720365573.05,41301341288902,18829878920221.887,0.0373
2025-01-03,3775.16,5413.52,55611092525114.5,41326292004234,18858509366575.71,0.0372
2025-01-02,3820.4,5478.38,56185183584717.34,41751136880706,19080007586067.84,0.0368
2024-12-31,3934.91,5642.6,57832855225082.06,42974496365333,19648242187083.094,0.0357
2024-12-30,3999.05,5734.58,58522901653808.59,43555876675536,19966191239302.016,0.0352
2024-12-27,3981.03,5708.06,58163656644867.8,43330072840724,19877911345379.08,0.0355
2024-12-26,3987.48,5717.07,58228194905022.63,43374229706190,19910765060127.1,0.0354
2024-12-25,3985.63,5714.38,58359869275944.7,43427297410315,19900865905346.73,0.0353
2024-12-24,3983.69,5711.53,58101459287095.31,43286615731649,19890077512600.04,0.0354
2024-12-23,3933.57,5639.68,57345288030966.96,42727454724755,19636588780999.32,0.0359
2024-12-20,3927.74,5631.33,56933471132514.97,42510791288178,19599812590873.94,0.0361
2024-12-19,3945.46,5651.96,57190351649608.17,42725494969011,19687506131699.32,0.036
2024-12-18,3941.89,5646.84,57312950034489.81,42821762734700,19674540781434.92,0.0359
2024-12-17,3922.03,5618.21,56980563083753.12,42610759567472,19577794359421.203,0.0361
2024-12-16,3911.84,5603.61,56235407443578.13,42017316692954,19211735536695.24,0.0365
2024-12-13,3933.18,5634.17,56199802171834.8,42094359815293,19323642083767.844,0.0364
2024-12-12,4028.5,5770.54,57337183903992.58,43031211634752,19793047091200.055,0.0357
2024-12-11,3988.83,5713.66,56760518612779.69,42603441864196,19599079653168.004,0.036
2024-12-10,3995.64,5723.11,56954533504174.93,42713396654817,19636301587336.242,0.0358
2024-12-09,3966.57,5681.43,56590979348291.73,42429728307612,19490512712107.402,0.036
2024-12-06,3973.14,5690.84,56568314248080.46,42402971732255,19521155791930.55,0.036
2024-12-05,3921.59,5617,55948252459752.95,41907720733891,19264799522838.133,0.0364
2024-12-04,3930.56,5629.85,56121598157407.91,42024035207262,19308322786642.414,0.0363
2024-12-03,3951.89,5660.4,56141183357617.63,42117729516973,19410341156379.035,0.0363
2024-12-02,3947.63,5654.3,55847261987465.02,41951938103751,19385978481368.742,0.0365
2024-11-29,3916.58,5609.78,55510598760286.12,41578451777814,19231196951901.1,0.0367
2024-11-28,3872.55,5546.4,55096231811235.33,41229595313342,19016858645921.03,0.0368
2024-11-27,3907.04,5594.88,55506417433346.84,41553250261162,19185884728306.625,0.0364
2024-11-26,3840.18,5499.13,54689377399870.32,40926681886468,18861266965278.48,0.037
2024-11-25,3848.09,5510.46,54632555052580.55,40924391870386,18896880263286.492,0.037
2024-11-22,3865.7,5535.29,54784194625791.84,41072549740513,18987066180377.8,0.0369
2024-11-21,3989.3,5712.27,56303786003510.56,42283708553737,19591197504702.703,0.0359
2024-11-20,3985.77,5707.04,56291242746534.3,42258248206351,19580222271422,0.0359
2024-11-19,3976.89,5694.32,56195546361226.73,42174457560271,19541864252962.457,0.036
2024-11-18,3950.38,5656.36,56060165600928.05,42050205065371,19407562576522.38,0.0361
2024-11-15,3968.83,5682.56,56009441449006.78,41993839756674,19499074111833.85,0.0361
2024-11-14,4039.62,5783.79,56692440552920.59,42572665150477,19850629569185.36,0.0357
2024-11-13,4110.89,5885.83,57404387338126.38,43146834143888,20195952483310.01,0.0352
2024-11-12,4085.74,5848.96,56958639518702.49,42860848008574,20077042863161.516,0.0355
2024-11-11,4131.13,5913.93,57636208955991.21,43354200309634,20301557430591.875,0.0351
2024-11-08,4104.05,5875.05,57622806337756.805,43288863023654,20168545957612.58,0.035
2024-11-07,4145.7,5934.58,58187919869593.66,43695753217002,20367800966778.48,0.0346
2024-11-06,4024.28,5759.55,56627627435726.2,42483153226890,19772299433063.926,0.0356
2024-11-05,4044.57,5788.22,56956256030027.016,42694870303372,19875619795847.195,0.0354
2024-11-04,3944.76,5645.38,55785705580586.89,41785552311871,19390810724301.348,0.0361
2024-11-01,3890.02,5567.04,55258531610790.64,41347049595067,19119735896452.266,0.0365
2024-10-31,3891.04,5567.99,55024693015138.375,41200032744265,19121881053749.55,0.0366
2024-10-30,3889.45,5565.4,55072150043213.36,41246090403326,19093126905187.117,0.0364
2024-10-29,3924.65,5615.28,55658378148573.59,41653159784084,19241691082611.227,0.036
2024-10-28,3964.16,5671.81,56151464722291.15,42056448113618,19425916639123.625,0.0356
2024-10-25,3956.42,5660.74,56165643722240.74,42013277866102,19391968782337.195,0.0356
2024-10-24,3928.83,5620.82,56029290794780.71,41867257445142,19260745067716.035,0.0357
2024-10-23,3973.21,5683.99,56530647614421.5,42261537667559,19472065032801.316,0.0354
2024-10-22,3957.78,5661.61,56334351894418.28,42095281709325,19391992102161.062,0.0355
2024-10-21,3935.2,5629.22,56142349888666.58,41867918649331,19279462195742.12,0.0355
2024-10-18,3925.23,5614.78,56203371357673.79,41901923500141,19231907767024.27,0.0355
2024-10-17,3788.22,5414.94,54669994519895.7,40703825670092,18568357327865.836,0.0365
2024-10-16,3831.59,5476.93,55270278468621.44,41179042621711,18786048560361.965,0.0361
2024-10-15,3855.99,5511.74,55398499258652.56,41333451505003,18896656147709.56,0.036
2024-10-14,3961.34,5662.29,57000035675710.74,42487595115154,19412687972621.18,0.035
2024-10-11,3887.17,5556.27,55865768458583.53,41696489974717,19049174696153.145,0.0357
2024-10-10,3997.79,5714.22,57072698111747.17,42686009827663,19584320935766.69,0.0348
2024-10-09,3955.98,5652.7,56080918987418.98,41968993214605,19379768163742.387,0.0354
2024-10-08,4256.1,6081.45,59961322980338.94,45084536844234,20852966491316.94,0.0332
2024-09-30,4017.85,5741.03,57326558230507.51,43070091732415,19678423313081.57,0.0344
2024-09-27,3703.68,5291.92,53290120788026.16,39957264088213,18144623200532.926,0.0369
2024-09-26,3545.32,5065.65,51932748924541.91,38722381138143,17379626935743.49,0.0379
2024-09-25,3401.53,4859.48,50227281093045.53,37331400503019,16678209464388.88,0.0392
2024-09-24,3351.91,4788.31,49601007620694.77,36832102917890,16430928551356.795,0.0397
2024-09-23,3212.76,4589.5,47577229997537.23,35297999679988,15749263426730.44,0.0414
2024-09-20,3201.05,4572.77,47304031619393.17,35084249422619,15688059069463.951,0.0416
2024-09-19,3196.04,4565.32,47142472155333.555,34998323996892,15664126014450.465,0.0417
2024-09-18,3171.01,4528.87,46997994464350.86,34870418403734,15543524880445.006,0.0419
2024-09-13,3159.25,4512.07,46609242610403.87,34627110305234,15483013204191.475,0.0422
2024-09-12,3172.47,4530.36,46683037381403.37,34754448025724,15543914838691.307,0.0421
2024-09-11,3186.13,4549.86,46794194449748.63,34842074759970,15606668988429.057,0.042
2024-09-10,3195.76,4562.68,47262206784451.69,35114217038345,15657680387575.945,0.0416
2024-09-09,3192.95,4558.67,47051406042098.26,35014469236991,15641750731794.475,0.0418
2024-09-06,3231.35,4612.77,47645109957599.1,35441234354389,15834052834351.16,0.0413
2024-09-05,3257.76,4650.47,47922462973510.5,35687194169715,15960172586682.19,0.0411
2024-09-04,3252.16,4642.16,47991194337394.01,35701341858786,15930794535869.72,0.041
2024-09-03,3273.43,4672.42,48416935604208.59,35989359336874,16034138507587.578,0.0406
2024-09-02,3265.01,4660.41,48678033406073.3,36144522984797,15997665999520.816,0.0403
2024-08-30,3321.43,4740.34,49204178020457.234,36530725751075,16263348589705.824,0.0368
2024-08-29,3277.68,4677.9,48992172793453.51,36263998328443,16057759414084.69,0.0357
2024-08-28,3286.5,4690.48,49577186984655.14,36604449038722,16116567239395.564,0.0344
2024-08-27,3305.33,4714.45,49882479036357.34,36850463054513,16191485351170.32,0.0342
2024-08-26,3324.22,4741.39,49799323911874.59,36878325325311,16281440926390.402,0.0342
2024-08-23,3327.19,4744.35,49786588477792.42,36907678720880,16279879268398.53,0.0341
2024-08-22,3313.14,4723.12,49604255214021.55,36768465824265,16207104517753.428,0.0342
2024-08-21,3321.64,4735.15,49547851913594.98,36752152570260,16247977616184.545,0.0342
2024-08-20,3332.7,4750.72,49715733385063.37,36866042233518,16302034231273.018,0.034
2024-08-19,3356.97,4784.88,49983976562308.36,37096417652447,16412980990281.68,0.0338
2024-08-16,3345.63,4768.66,49663128506545.36,36877875067397,16359516667121.914,0.0341
2024-08-15,3341.95,4761.49,49441104862932.484,36753422771430,16341482682028.045,0.0341
2024-08-14,3309.24,4714.14,48943591080850.99,36399235481323,16181092779536.836,0.0344
2024-08-13,3334.39,4748.97,49135897393651.44,36600243934494,16300969973720.5,0.0343
2024-08-12,3325.86,4736.8,48958643138028.74,36496001483334,16258885121012.783,0.0344
2024-08-09,3331.63,4745,49007462286905.31,36519246364288,16287298272142.74,0.0344
2024-08-08,3342.94,4759.69,49042988574250.17,36561216529241,16340419096363.883,0.0342
2024-08-07,3341.49,4757.02,49032200785388.93,36533317789802,16333029575901.613,0.0342
2024-08-06,3342.98,4759.14,48978907790516.06,36497930645331,16339201290804.457,0.0343
2024-08-05,3343.32,4759.52,49123336292346.66,36567845668190,16343448187675.39,0.0342
2024-08-02,3384.39,4817.96,49754430293551.06,37023704301556,16544623333476.242,0.0337
2024-08-01,3419.27,4867.61,50165900373865.79,37356043072285,16715050778433.654,0.0335
2024-07-31,3442.08,4899.82,50304315683348.38,37510172278749,16822909311816.877,0.0334
2024-07-30,3369.38,4796.31,49664823024419.4,36921892630162,16469934003660.836,0.0338
2024-07-29,3390.74,4825.6,50045693556448.63,37226337666943,16576197213751.889,0.0335
2024-07-26,3409.29,4851.22,50029212082881.23,37274367593053,16661752962892.69,0.0336
2024-07-25,3399.27,4831.03,50231785099949.14,37300904072676,16615090215462.1,0.0334
2024-07-24,3418.17,4857.52,50625090904741.58,37567967670907,16708876657315.014,0.0332
2024-07-23,3439.88,4886.88,50738705032692.55,37690607070578,16817733318496.977,0.0331
2024-07-22,3514.92,4992.51,51412933455016.57,38292014036959,17174934694600.135,0.0327
2024-07-19,3539.02,5026.61,51937988042995.79,38635782976883,17295183540457.518,0.0323
2024-07-18,3520.93,4997.1,51851699070922.52,38546340888320,17212869232388.5,0.0324
2024-07-17,3501.58,4968.26,51489784716161.06,38341258744965,17119518433241.438,0.0326
2024-07-16,3498.28,4961.97,51694840340506.195,38400374758584,17103439691673.5,0.0325
2024-07-15,3476.25,4925.23,51562969461419.98,38288320170368,17002023492508.44,0.0326
2024-07-12,3472.4,4918.72,51235213906896.19,38109248099219,16982915172099.96,0.0328
2024-07-11,3468.17,4905.59,51219179100002.91,38041447209292,16959385367582.15,0.0328
2024-07-10,3428.97,4840.25,50914409314751.21,37738806753846,16779445285435.09,0.033
2024-07-09,3439.81,4850.1,51180386738244.93,37910530402334,16827209150109.467,0.0328
2024-07-08,3401.76,4791.55,50713584992135.47,37514785108677,16644546759775.373,0.0331
2024-07-05,3431.06,4829.91,50867757941361.28,37715670817650,16781986817200.346,0.033
2024-07-04,3445.81,4849.4,51284175852834.26,37984372416632,16859066358788.37,0.0327
2024-07-03,3463.41,4873.71,51398412262811.72,38088276842803,16942339765490.014,0.0327
2024-07-02,3471.79,4884.82,51583844177899.586,38236682348527,16987363367397.21,0.0325
2024-07-01,3478.18,4893.82,51370924353133.27,38155493971691,17014352494347.56,0.0327
2024-06-28,3461.66,4870.47,50957393899625.38,37882958129889,16932018375704.863,0.033
2024-06-27,3454.12,4856.09,50594547908387.78,37672032832774,16893822405127.152,0.0332
2024-06-26,3480.26,4889.74,50747953811089.305,37871445316783,17017961311835.438,0.0331
2024-06-25,3457.9,4855.18,50567439912461.95,37724904692486,16912805222944.97,0.0332
2024-06-24,3476.81,4881.73,50735395049667.3,37866990586450,17003675154908.525,0.0331
2024-06-21,3495.62,4907.3,50884907554813.945,37993231030678,17092341727683.645,0.033
2024-06-20,3503.28,4916.88,51008748692892.89,38123399739764,17130603684940.37,0.0329
2024-06-19,3528.75,4951.52,51119870810438.69,38251539349375,17253930643112.914,0.0329
2024-06-18,3545.59,4967.52,51125630721442.625,38352623904063,17331255102155.66,0.0329
2024-06-17,3536.2,4954.18,50943262928072.43,38232768446583,17285237856859.934,0.033
2024-06-14,3541.53,4961.28,50841388227662.94,38153678500104,17220551541483.11,0.0329
2024-06-13,3526.13,4932.59,50714612822091.83,38009115948990,17144319905914.836,0.0329
2024-06-12,3544.12,4955.19,50841509921623.24,38131169115112,17227638659403.705,0.0328
2024-06-11,3542.88,4952.94,50748151623924.82,38088450743746,17219486244612.566,0.0329
2024-06-07,3574.11,4995.57,51254693887568.914,38436933341788,17368815843005.861,0.0326
2024-06-06,3592.25,5017.83,51370219126770.73,38615015244686,17457275519097.164,0.0325
2024-06-05,3594.79,5020.11,51320986991855.35,38564455587567,17468327106547.053,0.0325
2024-06-04,3615.67,5047.05,51585649371780.48,38752650978568,17567621292580.28,0.0323
2024-06-03,3588.75,5008.93,51353244852368.17,38553998084206,17435668986944.973,0.0325
2024-05-31,3579.92,4996.33,51152080763140.78,38424225746523,17389709047044.768,0.0326
2024-05-30,3594.31,5016.31,51323897652623.98,38580914085008,17458800921018.576,0.0325
2024-05-29,3613.52,5042.26,51647565812737.984,38844716967649,17550537266078.82,0.0323
2024-05-28,3609.17,5035.45,51567584562058.5,38819609285397,17530209816023.242,0.0324
2024-05-27,3635.71,5072.07,51783151757844.11,39003796347681,17657396036343.81,0.0322
2024-05-24,3601.48,5023.9,51194526866017.59,38541645664615,17492186848130.934,0.0326
2024-05-23,3641.79,5079.36,51658971960627.03,38926436083076,17688004571959.844,0.0323
2024-05-22,3684.45,5138.8,52174164417308.484,39319175387537,17893829619656.156,0.032
2024-05-21,3676.16,5126.58,52127530817219.48,39279645034543,17854312852460.125,0.032
2024-05-20,3690.96,5145.8,52260081816709.06,39388337409386,17926828994490.27,0.0319
2024-05-17,3677.97,5127.69,51994932228903.79,39195110238478,17864519746865.5,0.0321
2024-05-16,3640.36,5074.68,51557473496113.95,38813361344055,17684427099364.105,0.0324
2024-05-15,3626.06,5054.72,51389377851733.59,38675777127263,17611448238153.48,0.0325
2024-05-14,3657.05,5093.77,51777291528283.195,38959706612926,17764544509434.074,0.0322
2024-05-13,3664.69,5103.84,51931528038941.6,39058283610682,17802793357610.707,0.0321
2024-05-10,3666.28,5106.04,51963504587265.49,39071284319202,17807995076334.793,0.0321
2024-05-09,3664.56,5102.99,51868195966710.84,39027609153045,17797564435605.96,0.0322
2024-05-08,3630.22,5055.17,51610390292050.48,38790830165560,17629127545500.332,0.0324
2024-05-07,3659.01,5095.24,51868614257581.445,39009700598534,17772006448976.57,0.0322
2024-05-06,3657.88,5093.66,51762998051432.914,38941783341471,17765499742540.92,0.0322
2024-04-30,3604.39,5019.19,51384121515883.2,38540660586052,17508619165340.836,0.0325
2024-04-29,3623.91,5042.74,51487434082779.35,38620677193417,17562620728672.516,0.0321
2024-04-26,3584.27,4987.35,51288773672908.12,38380960883630,17323175649045.482,0.0323
2024-04-25,3530.28,4912.03,50766953314690.16,37887812575039,17054581659143.654,0.0326
2024-04-24,3521.62,4899.98,50618109918438.625,37744694997400,17008008838730.69,0.0326
2024-04-23,3506.22,4878.56,50426788986341.92,37565982562622,16932293777918.95,0.0327
2024-04-22,3530.9,4912.53,50808765480534.336,37823201249137,17033240009049.154,0.0325
2024-04-19,3541.66,4926.66,51185413796129.34,38045929866161,17090286321399.934,0.0321
2024-04-18,3569.8,4965.6,51298140982606.36,38216657514639,17225729466595.695,0.0321
2024-04-17,3565.4,4959.09,51289023640213.85,38180954844281,17199293846163.086,0.032
2024-04-16,3511.11,4883.58,50611263250895.59,37667125852696,16936284547683.568,0.0325
2024-04-15,3549.08,4936.38,50902616233158.56,37930860753165,17118158421719.861,0.0323
2024-04-12,3475.84,4834.52,49729933817566.46,37072572574949,16765874038041.87,0.033
2024-04-11,3504.24,4874.02,50076566221385.49,37306318015533,16894552596436.717,0.0328
2024-04-10,3504.71,4874.67,50130484047899.56,37306878978404,16899772359789.63,0.0328
2024-04-09,3533.49,4914.7,50349053580022.3,37504981681457,17039507620382.191,0.0325
2024-04-08,3536.41,4918.76,50541278511787.23,37619268536564,17051216633248.379,0.0325
2024-04-03,3567.8,4962.43,50735778613030.44,37830685663282,17199214660218.91,0.0319
2024-04-02,3580.68,4980.33,50825551017428.08,37905056346940,17264732825667.203,0.0317
2024-04-01,3595.65,5001.15,50840788653233.29,37938176694209,17339939485601.463,0.0317
2024-03-29,3537.48,4920.26,50264387979721.13,37470045279583,17059280090070.69,0.0321
2024-03-28,3520.96,4897.15,49864445280691.05,37179411542989,16997981133341.645,0.0331
2024-03-27,3502.79,4871.87,49769464891328.43,37087620823990,16912259141611.941,0.033
2024-03-26,3543.75,4928.84,50135659544328.95,37422025954674,17103580888751.248,0.0327
2024-03-25,3525.76,4903.82,49888566412232.24,37233531692587,17016818745865.895,0.0326
2024-03-22,3545,4930.58,50010858522091.63,37323766979222,17108735002573.123,0.0331
2024-03-21,3581.09,4980.78,50389552953090.73,37647438507154,17285952624466.299,0.0327
2024-03-20,3585.38,4986.75,50443081927171.28,37665958476410,17303301512417.508,0.0327
2024-03-19,3577.63,4975.96,50224201193083.86,37495759139541,17254602345600.385,0.0328
2024-03-18,3603.53,5011.98,50518609643878.164,37720574799550,17381878317483.174,0.0326
2024-03-15,3569.99,4965.34,50104566552065.9,37417832055972,17217389467417.38,0.0325
2024-03-14,3562.22,4954.53,50059997901154.195,37335797215657,17183713224791.334,0.0323
2024-03-13,3572.36,4968.64,50076622412553.11,37397260161619,17238537541052.598,0.0323
2024-03-12,3597.49,5003.59,50395160300876.71,37653424213040,17361514270943.453,0.0321
2024-03-11,3589.26,4992.14,50761134479321.01,37755277014354,17324078163764.04,0.0319
2024-03-08,3544.91,4930.45,50513704528195.96,37460928163752,17110962511253.996,0.032
2024-03-07,3529.72,4909.33,50158836873278.46,37307269076170,17034968680763.945,0.0323
2024-03-06,3551.05,4938.99,50258887840737.7,37423415928655,17141068147943.654,0.0322
2024-03-05,3565.51,4959.11,50517565285285.59,37647724756342,17212751353907.232,0.032
2024-03-04,3540.87,4924.83,50067051263614.98,37316817591490,17092811299992.074,0.0323
2024-03-01,3537.8,4920.57,49841975228425.41,37206637493898,17076815553758.115,0.0325
2024-02-29,3516.08,4890.36,49664843518383.58,37040295401357,16970491535446.723,0.0326
2024-02-28,3450.26,4798.81,48969122992140.7,36477207772990,16654562148734.787,0.033
2024-02-27,3494.79,4860.74,49510036973278.78,36849867950439,16870175405971.334,0.0327
2024-02-26,3453.36,4803.12,49030368548573.766,36498313080294,16667583105608.53,0.033
2024-02-23,3489.74,4853.72,49770179818563.12,37031522407809,16844685362054.58,0.0325
2024-02-22,3486.67,4849.46,49774502301163.92,36991053624350,16827535624251.418,0.0325
2024-02-21,3456.87,4808.01,49243539542725.39,36599765168095,16686456152999.88,0.0328
2024-02-20,3410.85,4744,48714215115766.77,36146611375103,16460894594711.518,0.0332
2024-02-19,3403.81,4734.2,48534999382175.43,36033032647196,16424286721405.328,0.0333
2024-02-08,3364.93,4680.13,47630014405680.99,35462044173893,16236498900904.467,0.0339
2024-02-07,3343.63,4650.5,47506155487204.76,35338467605430,16134059137353.766,0.034
2024-02-06,3311.69,4606.08,47297987874442.8,35095627030328,15984351437496.139,0.0342
2024-02-05,3200.42,4451.32,46167169008636.5,34117250974837,15448116591765.438,0.035
2024-02-02,3179.63,4422.4,45676367396633.28,33784935868288,15340911933263.455,0.0354
2024-02-01,3217.71,4475.37,45946562785204.94,34069891500851,15527642281719.66,0.0352
2024-01-31,3215.35,4472.09,46132762499866.77,34140041854910,15514777349994.736,0.035
2024-01-30,3245.04,4513.38,46313878363738.2,34345588705581,15658761380877.152,0.0349
2024-01-29,3303.96,4595.33,47022104646600.38,34883154593793,15940506593225.559,0.0344
2024-01-26,3333.82,4636.86,47190935187449.77,35058680277649,16087791382142.262,0.0343
2024-01-25,3342.92,4649.51,47017494455298.15,34973672417735,16134258086434.316,0.0344
2024-01-24,3277.11,4557.98,45851923343981.32,34146948043733,15819572602775.773,0.0353
2024-01-23,3231.93,4495.15,45041775440787.93,33573044431253,15603187767207.35,0.0359
2024-01-22,3218.9,4477.02,44925796106297.33,33468981955428,15539005700534.896,0.036
2024-01-19,3269.78,4547.78,45511009080136.57,33936348064972,15778366376542.29,0.0356
2024-01-18,3274.73,4554.67,45604693481823.94,33988157398943,15800296771884.219,0.0355
2024-01-17,3229.08,4491.18,45138596206609.82,33624302452073,15578848184637.53,0.0359
2024-01-16,3300.88,4591.04,45997853998808.94,34308539523028,15918891237900.854,0.0352
2024-01-15,3280.92,4563.28,45736614110310.16,34102125846636,15820488934510.693,0.0354
2024-01-12,3284.17,4567.8,45649497123898.15,34080905475045,15835564919534.467,0.0355
2024-01-11,3295.67,4583.8,45694859359009.34,34125530291999,15890455289223.654,0.0354
2024-01-10,3277.13,4558.01,45697121838107.86,34087756055538,15797265200886.715,0.0355
2024-01-09,3292.5,4579.39,45991280854434.63,34263044125890,15873096493882.465,0.0352
2024-01-08,3286.06,4570.43,45943778039371.195,34208552095091,15843332369106.93,0.0353
2024-01-05,3329.11,4630.31,46424945926329.69,34597152373997,16050139885176.967,0.0349
2024-01-04,3347.05,4655.26,46645434323756.89,34750290658284,16133336683233.92,0.0347
2024-01-03,3378.3,4698.72,46853554880527.99,34972039707418,16281525368597.467,0.0346
2024-01-02,3386.35,4709.92,46791905260936.59,34940334905394,16321331338402.506,0.0346
2023-12-29,3431.11,4772.18,47173444687708.1,35274479327195,16539462062954.963,0.0343
2023-12-28,3414.54,4749.13,46953783458076.34,35128036310207,16457190616114.732,0.0345
2023-12-27,3336.36,4640.39,46265991389477.39,34511215009967,16079662904379.746,0.035
2023-12-26,3324.79,4624.3,46006098643726.96,34373290880942,16025721665213.12,0.0352
2023-12-25,3347.45,4655.82,46168775150446.54,34546134916318,16136306408780.64,0.0351
2023-12-22,3337.23,4641.37,45995503167889.1,34389605458366,16088755559087.43,0.0352
2023-12-21,3330.87,4632.53,45834215038864.19,34296790599341,16060335063244.71,0.0354
2023-12-20,3297.5,4586.12,45558069649781.09,34031819149888,15898146838766.37,0.0356
2023-12-19,3334.04,4632.75,45970866020220.12,34348157875498,16075043937369.81,0.0353
2023-12-18,3329.37,4626.25,45884607466831.086,34308828691049,16051800441373.268,0.0353
2023-12-15,3341.55,4643.19,45906156833002.49,34351904789931,16108653215567.137,0.0353
2023-12-14,3351.96,4657.65,46097269245953.99,34483692461094,16158162352733.518,0.0352
2023-12-13,3369.61,4682.17,46295395263663.016,34661148886714,16241579140434.475,0.035
2023-12-12,3426.8,4761.65,46968317698803.58,35203158486866,16516405935584.73,0.0345
2023-12-11,3419.45,4751.44,46781541955966.36,35067261672802,16480735646890.715,0.0346
2023-12-08,3399.46,4723.65,45007969950430.086,34498058264895,16079432951184.08,0.0347
2023-12-07,3391.28,4711.86,44876080791616.22,34414091396857,16039810551902.357,0.0348
2023-12-06,3399.6,4723.41,44918320623983.2,34458228573407,16076051807872.787,0.0348
2023-12-05,3394.26,4715.99,45023413654775.5,34520308586154,16051187926364.812,0.0347
2023-12-04,3460.14,4807.53,45795121612801.65,35157685753046,16363131353115.393,0.0341
2023-12-01,3482.88,4839.13,46026639757482.57,35354078664029,16472821153836.1,0.0339
2023-11-30,3496.2,4857.64,46113326978100.34,35469593277745,16535872730387.254,0.0339
2023-11-29,3488.31,4846.67,45878592304519.67,35251878771853,16497416150026.316,0.0341
2023-11-28,3518.52,4888.38,46217697196802.445,35514326873346,16641835227095.014,0.0338
2023-11-27,3511.94,4879.23,46188651294139.06,35471149818810,16610809630924.68,0.0338
2023-11-24,3538.01,4915.41,46534205821622,35712834269121,16735172543393.926,0.0336
2023-11-23,3561.52,4948.07,46751165297551,35902191928903,16846449849536.295,0.0334
2023-11-22,3544.42,4924.31,46569033584624.93,35749532843242,16766389000216.422,0.0336
2023-11-21,3581.07,4974.64,46916134764221.54,36063752443027,16940881281915.518,0.0333
2023-11-20,3576.32,4968.05,46850376121594.91,35994287018368,16920815259477.32,0.0334
2023-11-17,3568.07,4956.59,46749836137829.984,35897178570073,16879670713335.895,0.0335
2023-11-16,3572.36,4962.55,46867261558458.49,35964357007586,16901039012739.223,0.0334
2023-11-15,3607.25,5010.86,47198113437017.875,36250527846230,17065820374084.082,0.0332
2023-11-14,3582.06,4975.87,46919437063010.25,36004217874123,16946041645638.37,0.0334
2023-11-13,3579.41,4972.2,46873611704621.2,35980614480761,16931603312423.11,0.0334
2023-11-10,3586.49,4982.03,46922925710702.78,36019618975268,16963992149557.846,0.0334
2023-11-09,3612.83,5018.62,47208441586707.3,36251280653923,17087120459918.502,0.0332
2023-11-08,3611.07,5016.18,47075522272070.45,36147005543401,17079572870168.35,0.0333
2023-11-07,3619.76,5028.12,47203548114449.69,36252522824509,17119499820299.71,0.0332
2023-11-06,3632.61,5045.97,47312917730346.19,36345893837227,17179036566008.266,0.0331
2023-11-03,3584.14,4978.64,47039077933046.92,36058862773321,16948542423732.82,0.0333
2023-11-02,3554.19,4937.04,46804107320873.766,35841624050555,16805949540312.236,0.0335
2023-11-01,3571.03,4960.43,46913143728764.78,35948383071717,16882829796623.383,0.0334
2023-10-31,3572.51,4962.49,46854298711657.555,35900471784051,16894282314708.22,0.0334
2023-10-30,3583.77,4978.14,46855824563818.28,35928942487256,16887179715151.951,0.0334
2023-10-27,3562.39,4948.43,46952227641801.64,35878091736820,16768674983341.104,0.0332
2023-10-26,3514.14,4881.08,46527072838211.18,35515056830172,16533496532720.994,0.0335
2023-10-25,3504.46,4867.63,46267455145794.74,35341656099258,16480413800846.586,0.0337
2023-10-24,3487.13,4840.75,46304859135310.484,35268396636149,16399279662034.953,0.0337
2023-10-23,3474.24,4822.74,46305682365904.41,35184875655640,16340936420789.996,0.0337
2023-10-20,3510.59,4873.11,46709031556659.62,35508564758123,16512063993839.227,0.0333
2023-10-19,3533.54,4904.97,47080048179663.22,35766921215401,16616699147308.934,0.0331
2023-10-18,3610.58,5011.9,48122258253488.16,36594387544882,16976626842429.03,0.0324
2023-10-17,3639.4,5051.88,48374475213800.17,36816831205907,17111134346393.82,0.0322
2023-10-16,3626.6,5034.11,48091488956391.87,36668118143459,17049821417958.95,0.0324
2023-10-13,3663.41,5084.93,48378192047814.75,36917673331429,17223610614357,0.0322
2023-10-12,3702.38,5138.99,48659875002546.71,37232951542134,17405523809927.098,0.032
2023-10-11,3667.55,5090.6,48098527996644.12,36848196868775,17240659759651.066,0.0324
2023-10-10,3657.13,5076.13,47995438465089.234,36783098883627,17188178892625.203,0.0324
2023-10-09,3684.73,5114.44,48362291152281.22,37053745646648,17314558452389.64,0.0322
2023-09-28,3689.52,5121.09,48384000107309.164,37103342407219,17337880948174.191,0.0322
2023-09-27,3700.5,5136.13,48464620762110.2,37185642217366,17387492601721,0.0321
2023-09-26,3692.89,5125.42,48485262616567.09,37183758774892,17350183276071.809,0.0321
2023-09-25,3714.6,5155.53,48777470066985.43,37375729727639,17448146921685.805,0.0319
2023-09-22,3738.93,5189.29,49053078636268.914,37585444876434,17561715708847.146,0.0317
2023-09-21,3672.44,5097.01,48323087612889,36975599413820,17246161768778.055,0.0322
2023-09-20,3705.69,5143.12,48705872657480.664,37300409816221,17402215655195.68,0.032
2023-09-19,3720.5,5163.01,48856648832954.65,37427823192737,17470566544250.285,0.0319
2023-09-18,3727.71,5173.01,48777175018821.77,37397987222102,17504443291944.93,0.0319
